,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,A Meta-Theory of International Criminal Procedure: Vindicating the Rule of Law [article],"Ohlin, Jens David (Cited 244 times)","UCLA Journal of International Law and Foreign Affairs, Vol. 14, Issue 1 (Spring 2009), pp. 77-120",10,na,19," Criminal Law and Procedure, Professional Ethics, Criminal Procedure, International Criminal Law, War Crimes, Courts, International Courts and Tribunals, Sentencing"
0,Is Jus in Bello in Crisis [article],"Ohlin, Jens David (Cited 244 times)","Journal of International Criminal Justice, Vol. 11, Issue 1 (March 2013), pp. 27-46",8,na,37," Air Law and Aviation, Humanitarian Law, Drones, International Law, Military, War and Peace, Strikes"
0,Did Russian Cyber Interference in the 2016 Election Violate International Law [article],"Ohlin, Jens David (Cited 244 times)","Texas Law Review, Vol. 95, Issue 7 (June 2017), pp. 1579-1598",7,na,619," Human Rights Law, Information Privacy, International Law"
0,Joint Criminal Confusion [article],"Ohlin, Jens David (Cited 244 times)","New Criminal Law Review, Vol. 12, Issue 3 (Summer 2009), pp. 406-419",6,na,15," International Courts and Tribunals, Criminal Law, International Criminal Law, International Criminal Court"
0,Assessing the Control-Theory [article],"Ohlin, Jens David (Cited 244 times); van Sliedregt, Elies (Cited 48 times); Weigend, Thomas (Cited 175 times)","Leiden Journal of International Law, Vol. 26, Issue 3 (September 2013), pp. 725-746",5,na,13," Criminal Law, International Criminal Court, Crimes, International Criminal Law"
0,The Combatant's Privilege in Asymmetric and Covert Conflicts [article],"Ohlin, Jens David (Cited 244 times)","Yale Journal of International Law, Vol. 40, Issue 2 (Summer 2015), pp. 337-392",5,na,40," Military, War and Peace, Immunity, Regulation"
0,Second-Order Linking Principles: Combining Vertical and Horizontal Modes of Liability [article],"Ohlin, Jens David (Cited 244 times)","Leiden Journal of International Law, Vol. 25, Issue 3 (September 2012), pp. 771-798",4,na,5," Liability, Criminal Law, International Criminal Court"
0,"Doctrine of Legitimate Defense, The [article]","Ohlin, Jens David (Cited 244 times)","International Law Studies Series. US Naval War College., Vol. 91, pp. 119-[i]",3,na,8,na
0,On the Very Idea of Transitional Justice [article],"Ohlin, Jens David (Cited 244 times)","Whitehead Journal of Diplomacy and International Relations, Vol. 8, Issue 1 (Winter/Spring 2007), pp. 51-68",3,na,13," Criminal Law and Procedure, Human Rights Law, Law and Society, Military Law"
0,"Changing Market for Criminal Law Casebooks, The [article]","Ohlin, Jens David (Cited 244 times)","Michigan Law Review, Vol. 114, Issue 6 (April 2016), pp. 1155-1172",2,na,7," Legal Analysis and Writing, Legal Education, Jurisprudence, Criminal Law and Procedure"
0,Precedent and Custom: A Response to Verdier and Voeten [article],"Ohlin, Jens David (Cited 244 times)","AJIL Unbound, Vol. 108, pp. 246-249",2,na,1," Banking and Finance, International Law, Jurisdiction, Customary Law, Jurisprudence, Precedents, Courts, Criminal Law and Procedure, Judges, Legal Analysis and Writing"
0,The Common Law of War [article],"Ohlin, Jens David (Cited 244 times)","William & Mary Law Review, Vol. 58, Issue 2 (November 2016), pp. 493-534",1,na,11," Common Law, War, Crimes, States, War Crimes, Criminal Law, International Criminal Law, Terrorism"
0,Nash Equilibrium and International Law [article],"Ohlin, Jens David (Cited 244 times)","European Journal of International Law, Vol. 23, Issue 4 (2012), pp. 915-940",1,na,na," International Law, Customary Law, Jurisprudence"
0,Searching for the Hinterman: In Praise of Subjective Theories of Imputation [article],"Ohlin, Jens David (Cited 244 times)","Journal of International Criminal Justice, Vol. 12, Issue 2 (May 2014), pp. 325-344",1,na,13," Criminal Law and Procedure, International Criminal Court, Judgments, Criminal Law"
0,Introduction [notes],"Ohlin, Jens David (Cited 244 times); Fletcher, George P. (Cited 3007 times)","Journal of International Criminal Justice, Vol. 6, Issue 2 (May 2008), pp. 157-158",1,na,7," Habeas Corpus, Torture, Human Rights Law"
0,The Bounds of Necessity [article],"Ohlin, Jens David (Cited 244 times)","Journal of International Criminal Justice, Vol. 6, Issue 2 (May 2008), pp. 289-308",1,na,6," Legal Profession, President/Executive Department, Torture, Jurisprudence, Courts, Criminal Law and Procedure, Military, War and Peace"
0,"Combatant's Stance: Autonomous Weapons on the Battlefield, The [article]","Ohlin, Jens David (Cited 244 times)","International Law Studies Series. US Naval War College., Vol. 92, pp. [i]-30",na,na,na,na
0,International Law and Prosecutorial Discretion [comments],"Ohlin, Jens David (Cited 244 times)","Whitehead Journal of Diplomacy and International Relations, Vol. 8, Issue 2 (Summer/Fall 2007), pp. 146-150",na,na,2," Crimes Against Humanity, International Courts and Tribunals, War Crimes, Law Enforcement and Corrections, Comparative Law, Criminal Law and Procedure"
0,The Oxford Handbook of International Law in Armed Conflict [reviews],"Ohlin, Jens David (Cited 244 times)","American Journal of International Law, Vol. 109, Issue 4 (October 2015), pp. 904-908",na,na,19," Violence, War, International Criminal Law, Maritime Law, President/Executive Department"
