,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Is the Concept of the Person Necessary for Human Rights [notes],"Ohlin, Jens David (Cited 244 times)","Columbia Law Review, Vol. 105, Issue 1 (January 2005), pp. 209-249",29,4,56," Human Rights, Human Rights Law, Jurisprudence, Divorce, Courts, Domestic Relations, Medical Jurisprudence, Sexuality and the Law"
0,Three Conceptual Problems with the Doctrine of Joint Criminal Enterprise [article],"Ohlin, Jens David (Cited 244 times)","Journal of International Criminal Justice, Vol. 5, Issue 1 (March 2007), pp. 69-90",28,na,46," Liability, International Courts and Tribunals, International Criminal Law, Trials"
0,The Torture Lawyers [article],"Ohlin, Jens David (Cited 244 times)","Harvard International Law Journal, Vol. 51, Issue 1 (Winter 2010), pp. 193-256",23,na,49," Legal Profession, President/Executive Department, Torture, Criminals, Military Law, War"
0,Reclaiming Fundamental Principles of Criminal Law in the Darfur Case [article],"Fletcher, George P. (Cited 3007 times); Ohlin, Jens David (Cited 244 times)","Journal of International Criminal Justice, Vol. 3, Issue 3 (July 2005), pp. 539-561",22,na,14," Human Rights Law, International Law, Criminal Law and Procedure, Human Rights, International Courts and Tribunals"
0,The Duty to Capture [article],"Ohlin, Jens David (Cited 244 times)","Minnesota Law Review, Vol. 97, Issue 4 , pp. 1268-1342",20,na,16," Military, War and Peace, War, International Law"
0,Joint Intentions to Commit International Crimes [article],"Ohlin, Jens David (Cited 244 times)","Chicago Journal of International Law, Vol. 11, Issue 2 (Winter 2011), pp. 693-754",18,3,23," Criminal Law and Procedure, Debts, Employment Practice"
0,Nash Equilibrium and International Law [comments],"Ohlin, Jens David (Cited 244 times)","Cornell Law Review, Vol. 96, Issue 4 (May 2011), pp. 869-900",15,na,26," International Law, International Relations, Treaties, Customary Law, Jurisprudence"
0,The ICC - Two Courts in One [comments],"Fletcher, George P. (Cited 3007 times); Ohlin, Jens David (Cited 244 times)","Journal of International Criminal Justice, Vol. 4, Issue 3 (July 2006), pp. 428-433",11,na,22," International Courts and Tribunals, United Nations, Courts, Criminal Law and Procedure, Evidence"
0,Group Think: The Law of Conspiracy and Collective Reason [article],"Ohlin, Jens David (Cited 244 times)","Journal of Criminal Law and Criminology, Vol. 98, Issue 1 (Fall 2007), pp. 147-206",11,na,44," Law and Society, Rico, Criminal Law and Procedure"
0,Targeting and the Concept of Intent [article],"Ohlin, Jens David (Cited 244 times)","Michigan Journal of International Law, Vol. 35, Issue 1 (Fall 2013), pp. 79-130",10,na,31," Criminal Intent, Humanitarian Law, Military, War and Peace, Terrorism, International Law, Jurisprudence, War"
