,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Wife Murder in Chicago: 1910-1930 [article],"Bowman, Cynthia Grant (Cited 545 times); Altman, Ben (Cited 6 times)","Journal of Criminal Law and Criminology, Vol. 92, Issues 3 & 4 (Spring/Summer 2002), pp. 739-790",6,na,7," Criminal Law and Procedure, Domestic Relations, Women, Domestic Violence, Employment Practice, Fair Employment, Protective Orders, Torts, Unemployment Insurance, Immigration Law"
0,Attorneys as Gatekeepers to the Court: The Potential Liability of Attorneys Bringing Suits Based on Recovered Memories of Childhood Sexual Abuse [article],"Bowman, Cynthia Grant (Cited 545 times); Mertz, Elizabeth (Cited 391 times)","Hofstra Law Review, Vol. 27, Issue 2 (Winter 1998), pp. 223-284",4,na,3," Attorneys, Liability, Psychiatry and Psychology, Sexual Abuse, Torts, Fourteenth Amendment, Practice and Procedure, Sexuality and the Law, Statutes, Remedies"
0,Bowen v. Massachussets: The Money Damages Exception to the Administrative Procedure Act and Grant-in-Aid Litigation [article],"Bowman, Cynthia Grant (Cited 545 times)","Urban Lawyer, Vol. 21, Issue 3 (Summer 1989), pp. 557-578",4,na,2," Administration Law, Administrative Procedure, Damages, Money, Procedure, Social Welfare Law, Government, Jurisdiction"
0,Recovering Socialism for Feminist Legal Theory in the 21st Century [article],"Bowman, Cynthia Grant (Cited 545 times)","Connecticut Law Review, Vol. 49, Issue 1 (November 2016), pp. 117-170",3,na,42," Gender, Jurisprudence, Criminal Law and Procedure, Women, Legal Education"
0,The New Family: Challenges to American Family Law [article],"Bowman, Cynthia Grant (Cited 545 times)","Child and Family Law Quarterly, Vol. 22, Issue 4 (2010), pp. 387-396",3,na,6," Family Law, Cohabitation, Literature, Marriage"
0,Feminism and the Uses of History: An Essay on the Legacy of Jane E. Larson [comments],"Bowman, Cynthia Grant (Cited 545 times)","Wisconsin Journal of Law, Gender and Society, Vol. 28, Issue 2 (Summer 2013), pp. 195-206",2,na,1," Criminal Law and Procedure, Sexuality and the Law, Legal History, Women"
0,Praxis and Pedagogy: Domestic Violence [article],"Bowman, Cynthia Grant (Cited 545 times); Kusmiersky, Eden (Cited 2 times)","Loyola of Los Angeles Law Review, Vol. 32, Issue 3 (April 1999), pp. 719-732",2,na,1," Criminal Law and Procedure, Domestic Relations, Legal Profession, Remedies, Legal Education"
0,What Should the Courts Do about Memories of Sexual Abuse - Toward a Balanced Approach [article],"Bowman, Cynthia Grant (Cited 545 times); Mertz, Elizabeth (Cited 391 times)","Judges' Journal, Vol. 35, Issue 4 (Fall 1996), pp. 7-14",2,na,5," Courts, Sexual Abuse, Remedies"
0,Child Sex Abuse within the Family in Sub-Saharan Africa: Challenges and Change in Current Legal and Mental Health Responses [article],"Bowman, Cynthia Grant (Cited 545 times); Brundige, Elizabeth (Cited 2 times)","Cornell International Law Journal, Vol. 47, Issue 2 (Spring 2014), pp. 233-298",1,na,28," Children, Domestic Relations, Domestic Violence, Juveniles, Psychiatry and Psychology, Child Pornography, Criminal Law and Procedure, Depositions, Videotapes"
0,"Sexism, Sexual Violence, Sexuality, and the Schooling of Girls in Africa: A Case Study from Lusaka Province, Zambia [article]","Bowman, Cynthia Grant (Cited 545 times); Brundige, Elizabeth (Cited 2 times)","Texas Journal of Women and the Law, Vol. 23, Issue 1 (Fall 2013), pp. 37-76",1,na,18," Comparative Law, Education, Sexuality, Violence, Right to Education, Women"
0,How Should the Law Treat Couples Who Live Apart Together [article],"Bowman, Cynthia Grant (Cited 545 times)","Child and Family Law Quarterly, Vol. 29, Issue 4 (2017), pp. 335-358",1,na,na," Criminal Law and Procedure, Children, Family Law, Domestic Relations, Juveniles, Sexuality and the Law"
0,The Path from Feminist Legal Theory to Environmental Law and Policy [article],"Bowman, Cynthia Grant (Cited 545 times)","Cornell Journal of Law and Public Policy, Vol. 22, Issue 3 (Spring 2013), pp. 641-648",na,na,7," Environmental Law, Gender, Jurisprudence"
0,Trailblazers: First-Ever Women Editors in Chief of a Law Review [article],"Bowman, Cynthia Grant (Cited 545 times)","Cornell Law Forum, Vol. 40, Issue 1 (Spring 2014), pp. 20-27",na,na,na," Women, Legal Profession"
0,Mary Donlon Alger: A Strong Pair of Shoulders [article],"Bowman, Cynthia Grant (Cited 545 times)","Cornell Law Forum, Vol. 40, Issue 2 (Fall 2014), pp. 16-25",na,na,2, Women
0,Learning by Doing: Adding a Clinical Component to a Traditional Family Law Course [comments],"Bowman, Cynthia Grant (Cited 545 times)","Wisconsin Journal of Law, Gender and Society, Vol. 29, Issue 1 (Spring 2014), pp. 129-148",na,na,1," Family Law, Legal Education, Health, Health Law, Graduation, Students"
0,"Living Apart Together, Women, and Family Law [article]","Bowman, Cynthia Grant (Cited 545 times)","Cardozo Journal of Equal Rights and Social Justice, Vol. 24, Issue 1 (Fall 2017), pp. 47-80",na,na,5," Living Wills, Medical Jurisprudence, Probate Law, Criminal Law and Procedure"
0,"The Legal System and Child Sex Abuse: Ross Cheit's the Witch Hunt Narrative: Politics, Psychology, and the Sexual Abuse of Children [reviews]","Bowman, Cynthia Grant (Cited 545 times)","Law & Social Inquiry, Vol. 41, Issue 1 (Winter 2016), pp. 267-283",na,na,na," Depositions, Videotapes, Criminal Law and Procedure, Evidence, Juveniles"
