,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Street Harassment and the Informal Ghettoization of Women [article],"Bowman, Cynthia Grant (Cited 545 times)","Harvard Law Review , Vol. 106, Issue 3 (January 1993), pp. 517-580",138,na,31," Crimes, Harassment, Jurisprudence, Model Penal Code, Women, Sexual Harassment"
0,A Feminist Proposal to Bring Back Common Law Marriage [article],"Bowman, Cynthia Grant (Cited 545 times)","Oregon Law Review, Vol. 75, Issue 3 (Fall 1996), pp. 709-780",92,3,33," Common Law, Common-Law Marriage, Domestic Relations, Jurisprudence, Marriage"
0,A Dangerous Direction: Legal Intervention in Sexual Abuse Survivor Therapy [article],"Bowman, Cynthia Grant (Cited 545 times); Mertz, Elizabeth (Cited 391 times)","Harvard Law Review, Vol. 109, Issue 3 (January 1996), pp. 549-639",45,7,8," Law and Society, Torts, Discovery, Sexual Abuse of Children, Statute of Limitations, Water, Criminal Law and Procedure, Evidence"
0,"Feminist Legal Theory, Feminist Lawmaking, and the Legal Profession [article]","Bowman, Cynthia Grant (Cited 545 times); Schneider, Elizabeth M. (Cited 1883 times)","Fordham Law Review, Vol. 67, Issue 2 (November 1998), pp. 249-272",39,na,71," Legal Profession, Jurisprudence, Children, Legislation, Regulation, States"
0,Social Science and Legal Policy: The Case of Heterosexual Cohabitation [article],"Bowman, Cynthia Grant (Cited 545 times)","Journal of Law & Family Studies, Vol. 9, Issue 1 (2007), pp. 1-52",38,na,17," Cohabitation, Law and Society, States, Commitment, Marriage"
0,We Don't Want Anybody Anybody Sent: The Death of Patronage Hiring in Chicago [article],"Bowman, Cynthia Grant (Cited 545 times)","Northwestern University Law Review, Vol. 86, Issue 1 , pp. 57-95",26,3,6," Death, Politics, Labor Law"
0,The Arrest Experiments: A Feminist Critique [comments],"Bowman, Cynthia Grant (Cited 545 times)","Journal of Criminal Law and Criminology, Vol. 83, Issue 1 (Spring 1992), pp. 201-208",24,na,25," Arrest, Domestic Violence, Police, Violence, Criminal Law, Protective Orders, Self-Defense"
0,Women and the Legal Profession [comments],"Bowman, Cynthia Grant (Cited 545 times)","American University Journal of Gender, Social Policy & the Law, Vol. 7, Issue 1 (1998), pp. 149-176",18,na,30," Jurisprudence, Legal History, Legal Profession, Women"
0,Legal Limbo of the Student Intern: The Responsibility of Colleges and Universities to Protect Student Interns against Sexual Harassment [article],"Bowman, Cynthia Grant (Cited 545 times); Lipp, MaryBeth (Cited 49 times)","Harvard Women's Law Journal , Vol. 23, pp. 95-132",16,na,23," Colleges and Universities, Education, Employment Discrimination, Harassment, Sexual Harassment, Discrimination"
0,The Law of Patronage at a Crossroads [article],"Bowman, Cynthia Grant (Cited 545 times)","Journal of Law & Politics, Vol. 12, Issue 2 (Spring 1996), pp. 341-364",16,na,4," Labor Law, Constitutional Law, Employment, Politics, Government"
0,Race and Gender in the Law Review [article],"Bowman, Cynthia Grant (Cited 545 times); Roberts, Dorothy (Cited 62 times); Rubinowitz, Leonard S. (Cited 199 times)","Northwestern University Law Review, Vol. 100, Issue 1 (2006), pp. 27-70",13,na,6," Gender, Law and Society, Race, Equal Protection, Fourteenth Amendment, Women"
0,The Legal Relationship between Cohabitants and their Partners' Children [article],"Bowman, Cynthia Grant (Cited 545 times)","Theoretical Inquiries in Law, Vol. 13, Issue 1 (January 2012), pp. 127-152",12,na,11," Children, Family Law, Cohabitation"
0,Legal Treatment of Cohabitation in the United States [article],"Bowman, Cynthia Grant (Cited 545 times)","Law & Policy, Vol. 26, Issue 1 (January 2004), pp. 119-152",10,na,14," Cohabitation, States, Commitment, Comparative Law, Contracts, Domestic Relations, Law and Society"
0,Women in the Legal Profession from the 1920s to the 1970s: What Can We Learn from Their Experience about Law and Social change [article],"Bowman, Cynthia Grant (Cited 545 times)","Maine Law Review , Vol. 61, Issue 1 (2009), pp. 1-26",8,na,16," Legal Profession, Women, Attorneys, Gender"
0,The New Illegitimacy: Children of Cohabiting Couples and Stepchildren [article],"Bowman, Cynthia Grant (Cited 545 times)","American University Journal of Gender, Social Policy & the Law, Vol. 20, Issue 3 (2012), pp. 437-466",7,na,15," Children, Family Law, Domestic Relations, Juveniles"
0,Theories of Domestic Violence in the African Context [article],"Bowman, Cynthia Grant (Cited 545 times)","American University Journal of Gender, Social Policy & the Law, Vol. 11, Issue 2 (2002-2003), pp. 847-864",7,na,64," Comparative Law, Penology, Domestic Relations, Professional Ethics"
0,Manipulation of Legal Remedies to Deter Suits by Survivors of Childhood Sexual Abuse [article],"Bowman, Cynthia Grant (Cited 545 times)","Northwestern University Law Review, Vol. 92, Issue 4 , pp. 1481-1500",7,1,7," Remedies, Sexual Abuse, Juveniles, Discovery, Statute of Limitations"
