,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Standard-Form Contracting in the Electronic Age [article],"Hillman, Robert A. (Cited 1454 times); Rachlinski, Jeffrey J. (Cited 3574 times)","New York University Law Review, Vol. 77, Issue 2 (May 2002), pp. 429-495",260,4,126," Age, Commercial Law, Computer Law, Contracts, Communications Law, Consumer Protection, Internet"
0,Debunking Some Myths About Unconscionability: A New Framework for U.C.C. Section 2-302 [article],"Hillman, Robert A. (Cited 1454 times)","Cornell Law Review, Vol. 67, pp. 1-44",117,3,13," Contracts, Disclaimers, Sales"
0,Questioning the New Consensus on Promissory Estoppel: An Empirical and Theoretical Study [article],"Hillman, Robert A. (Cited 1454 times)","Columbia Law Review, Vol. 98, Issue 3 (April 1998), pp. 580-619",93,na,9," Estoppel, Contracts, Remedies, Torts"
0,Policing Contract Modifications under the UCC: Good Faith and the Doctrine of Economic Duress [article],"Hillman, Robert A. (Cited 1454 times)","Iowa Law Review, Vol. 64, Issue 4 (May 1979), pp. 849-902",82,3,28," Duress, Good Faith, Commercial Code, Uniform Commercial Code"
0,Online Boilerplate: Would Mandatory Website Disclosure of E-Standard Terms Backfire [comments],"Hillman, Robert A. (Cited 1454 times)","Michigan Law Review, Vol. 104, Issue 5 (March 2006), pp. 837-856",81,na,36," Contracts, Internet, Malpractice, Medical Malpractice, Corporations, Ethics, Securities"
0,Limits of Behavioral Decision Theory in Legal Analysis: The Case of Liquidated Damages [article],"Hillman, Robert A. (Cited 1454 times)","Cornell Law Review , Vol. 85, Issue 3 (1999-2000), pp. 717-738",80,na,58," Damages, Law and Society, Remedies, Economics, Law and Economics, Contracts"
0,Crisis in Modern Contract Theory [article],"Hillman, Robert A. (Cited 1454 times)","Texas Law Review, Vol. 67, Issue 1 (November 1988), pp. 103-136",70,na,27," Contracts, Estoppel"
0,Rolling Contracts [article],"Hillman, Robert A. (Cited 1454 times)","Fordham Law Review, Vol. 71, Issue 3 (December 2002), pp. 743-760",65,na,12," Contracts, Commercial Law, Evidence, Software"
0,Court Adjustment of Long-Term Contracts: An Analysis under Modern Contract Law [article],"Hillman, Robert A. (Cited 1454 times)","Duke Law Journal , Vol. 1987, Issue 1 (February 1987), pp. 1-33",64,1,15," Contracts, Remedies, Notice, Prices"
0,An Analysis of the Cessation of Contractual Relations [article],"Hillman, Robert A. (Cited 1454 times)","Cornell Law Review, Vol. 68, Issue 5 , pp. 617-659",56,3,8," Employment, Termination of Employment, Remedies, General"
0,Contract Excuse and Bankruptcy Discharge [article],"Hillman, Robert A. (Cited 1454 times)","Stanford Law Review, Vol. 43, Issue 1 (January 1990), pp. 99-136",44,na,9," Bankruptcy, Bankruptcy Law, Contracts"
0,"Keeping the Deal Together after Material Breach - Common Law Mitigation Rules, the UCC, and the Restatement (Second) of Contracts [article]","Hillman, Robert A. (Cited 1454 times)","University of Colorado Law Review, Vol. 47, Issue 4 (Summer 1976), pp. 553-616",44,3,18," Common Law, Contracts, Damages"
0,Contract Modification Under the Restatement (Second) of Contracts [article],"Hillman, Robert A. (Cited 1454 times)","Cornell Law Review, Vol. 67, Issue 4 , pp. 680-703",38,1,29," Contracts, Duress, Commercial Code, Uniform Commercial Code"
0,Construction of the Uniform Commercial Code: UCC Section 1-103 and Code Methodology [article],"Hillman, Robert A. (Cited 1454 times)","Boston College Industrial and Commercial Law Review, Vol. 18, Issue 4 (April 1977), pp. 655-711",34,na,6, Commercial Law
0,The New Conservatism in Contract Law and the Process of Legal Change [article],"Hillman, Robert A. (Cited 1454 times)","Boston College Law Review, Vol. 40, Issue 4 (July 1999), pp. 879-890",34,na,8," Contracts, Jurisprudence"
0,"Study of Uniform Commercial Code Methodology: Contract Modification under Article Two, A [article]","Hillman, Robert A. (Cited 1454 times)","North Carolina Law Review, Vol. 59, Issue 2 (January 1981), pp. 335-376",31,1,2," Contracts, Commercial Law"
0,Warranties and Disclaimers in the Electronic Age [article],"Hillman, Robert A. (Cited 1454 times); Barakat, Ibrahim (Cited 21 times)","Yale Journal of Law and Technology, Vol. 11, Issue 1 (2008-2009), pp. 1-69",21,na,15," Age, Disclaimers, Warranties, Implied Warranties, Legislation"
