,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Wigmore's Treasure Box: Comparative Law in the Era of Information [article],"Riles, Annelise (Cited 291 times)","Harvard International Law Journal , Vol. 40, Issue 1 (Winter 1999), pp. 221-284",58,na,24," Comparative Law, Education, Globalization, Legal Education"
0,A New Agenda for the Cultural Study of Law: Taking on the Technicalities [comments],"Riles, Annelise (Cited 291 times)","Buffalo Law Review, Vol. 53, Issue 3 (Summer 2005), pp. 973-1034",51,na,75," Law and Society, Legal Education, General"
0,Foreword [comments],"Knop, Karen (Cited 250 times); Michaels, Ralf (Cited 399 times); Riles, Annelise (Cited 291 times)","Law and Contemporary Problems, Vol. 71, Issue 3 (Summer 2008), pp. 1-18",46,na,6," Conflict of Laws, Revolution, Interest, States, Jurisdiction"
0,"From Multiculturalism to Technique: Feminism, Culture, and the Conflict of Laws Style [article]","Knop, Karen (Cited 250 times); Michaels, Ralf (Cited 399 times); Riles, Annelise (Cited 291 times)","Stanford Law Review, Vol. 64, Issue 3 (March 2012), pp. 589-656",38,na,78," Conflict of Laws, Feminism, Women, Crimes"
0,"Representing In-Between: Law, Anthropology, and the Rhetoric of Interdisciplinary [article]","Riles, Annelise (Cited 291 times)","University of Illinois Law Review, Vol. 1994, Issue 3 (1994), pp. 597-650",23,na,16," Anthropology, History"
0,"The Anti-Network: Private Global Governance, Legal Knowledge, and the Legitimacy of the State [article]","Riles, Annelise (Cited 291 times)","American Journal of Comparative Law, Vol. 56, Issue 3 (Summer 2008), pp. 605-630",22,na,95," Islamic Law, Business Organizations, International Law, Jurisprudence, Rule of Law"
0,Managing Regulatory Arbitrage: A Conflict of Laws Approach [article],"Riles, Annelise (Cited 291 times)","Cornell International Law Journal, Vol. 47, Issue 1 (Winter 2014), pp. 63-120",19,na,74," Banking, Conflict of Laws, Private International Law, Capital Market, Financial Law"
0,Cultural Conflicts [article],"Riles, Annelise (Cited 291 times)","Law and Contemporary Problems, Vol. 71, Issue 3 (Summer 2008), pp. 273-308",10,na,16," International Law, Jurisprudence, Private International Law, Conflict of Laws"
0,Inaugural Article: Reforming Knowledge - A Socio-Legal Critique of the Legal Education Reforms in Japan [article],"Riles, Annelise (Cited 291 times); Uchida, Takashi (Cited 9 times)","Drexel Law Review, Vol. 1, Issue 1 (Winter/Spring 2009), pp. 3-51",9,na,8," Comparative Law, Education, Legal Education"
0,User Friendly: Informality and Expertise [comments],"Riles, Annelise (Cited 291 times)","Law & Social Inquiry, Vol. 27, Issue 3 (Summer 2002), pp. 613-620",4,na,6," Dispute Resolution, States"
