,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,What Does Buy Now Really Mean [reviews],"Hillman, Robert","Jotwell: The Journal of Things We Like (Lots), Vol. 2016, pp. [362]-[363]",na,na,na," Comparative and Foreign Law, Intellectual Property Law, Ownership, Personal Property, Property, Accounting, Consumer Protection Law, Costs, Internet, Trade Regulation"
0,Are Online Dispute Resolution Systems the Answer [reviews],"Hillman, Robert","Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. 1-2",na,na,19," Dispute Resolution, Science and Technology, First Amendment"
0,Who Should Decide Whether the Parties Formed Valid Agreement to Arbitrate [reviews],"Hillman, Robert","Jotwell: The Journal of Things We Like (Lots), Vol. 2018, pp. 1-2",na,na,3," Arbitration, Contracts, Dispute Resolution, Employment, Rent"
