,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Property Rules and Liability Rules: The Cathedral in Another Light [article],"Krier, James E. (Cited 1558 times); Schwab, Stewart J. (Cited 1523 times)","New York University Law Review, Vol. 70, Issue 2 (May 1995), pp. 440-484",188,na,43," Liability, Property, Remedies, Jurisprudence"
0,Politics and the Judiciary: The Influence of Judicial Background on Case Outcomes [article],"Ashenfelter, Orley (Cited 191 times); Eisenberg, Theodore (Cited 6193 times); Schwab, Stewart J. (Cited 1523 times)","Journal of Legal Studies, Vol. 24, Issue 2 (June 1995), pp. 257-282",166,na,74," Judiciary, Politics, Law and Society, Judges"
0,Employment Discrimination Plaintiffs in Federal Court: From Bad to Worse [article],"Clermont, Kevin M. (Cited 2349 times); Schwab, Stewart J. (Cited 1523 times)","Harvard Law & Policy Review, Vol. 3, Issue 1 (Winter 2009), pp. 103-132",134,na,51," Discrimination, Employment, Employment Discrimination, Employment Practice, Plaintiffs, Summary Judgment"
0,Explaining Constitutional Tort Litigation: The Influence of the Attorney Fees Statute and the Government as Defendant [article],"Schwab, Stewart J. (Cited 1523 times); Eisenberg, Theodore (Cited 6193 times)","Cornell Law Review, Vol. 73, Issue 4 , pp. 719-784",133,4,9," Fees, Government, Torts, Attorneys, Civil Rights"
0,Life-Cycle Justice: Accommodating Just Cause and Employment at Will [article],"Schwab, Stewart J. (Cited 1523 times)","Michigan Law Review, Vol. 92, Issue 1 (October 1993), pp. 8-62",128,na,14," Employment, Employment-At-Will, Law and Society, Contracts, Labor Law, Wrongful Discharge"
0,Realigning Corporate Governance: Shareholder Activism by Labor Unions [article],"Schwab, Stewart J. (Cited 1523 times); Thomas, Randall S. (Cited 1804 times)","Michigan Law Review, Vol. 96, Issue 4 (February 1998), pp. 1018-1094",118,na,34," Labor, Unions, Democracy, Trade Unions, Corporations"
0,How Employment Discrimination Plaintiffs Fare in Federal Court [article],"Clermont, Kevin M. (Cited 2349 times); Schwab, Stewart J. (Cited 1523 times)","Journal of Empirical Legal Studies, Vol. 1, Issue 2 (2004), pp. 429-458",105,2,12," Discrimination, Employment, Employment Discrimination, Employment Practice, Plaintiffs, Appeals, Courts, Federal Courts"
0,The Sweep of Sexual Harassment Cases [article],"Juliano, Ann (Cited 184 times); Schwab, Stewart J. (Cited 1523 times)","Cornell Law Review, Vol. 86, Issue 3 (March 2001), pp. 548-602",88,na,64," Employment Practice, Harassment, Sexual Harassment, Women, Jurisprudence"
0,What Shapes Perceptions of the Federal Court System [article],"Eisenberg, Theodore (Cited 6193 times); Schwab, Stewart J. (Cited 1523 times)","University of Chicago Law Review, Vol. 56, Issue 2 (Spring 1989), pp. 501-540",73,na,5," Attorneys, Civil Rights, Fees, Government, Torts, Legal History"
0,Collective Bargaining and the Coase Theorem [article],"Schwab, Stewart J. (Cited 1523 times)","Cornell Law Review, Vol. 72, Issue 2 , pp. 245-287",66,na,32," Collective Bargaining, Economics, Labor Law, Law and Economics"
