,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Statesman or Scribe - Legal Independence and the Problem of Democratic Citizenship [article],"Rana, Aziz (Cited 51 times)","Fordham Law Review, Vol. 77, Issue 4 (March 2009), pp. 1665-1730",14,na,5," Citizenship, Legal Profession, Professional Ethics, Courts, Jury"
0,Constitutionalism and the Foundations of the Security State [article],"Rana, Aziz (Cited 51 times)","California Law Review, Vol. 103, Issue 2 (April 2015), pp. 335-386",10,na,22," Constitutional Law, Military, War and Peace, Constitutions, Legal History, Politics"
0,Who Decides on Security [article],"Rana, Aziz (Cited 51 times)","Connecticut Law Review, Vol. 44, Issue 5 (July 2012), pp. 1417-1490",9,na,11," Military, War and Peace, Politics, President/Executive Department, Law and Society, Legal History"
0,Freedom Struggles and the Limits of Constitutional Continuity [article],"Rana, Aziz (Cited 51 times)","Maryland Law Review, Vol. 71, Issue 4 (2012), pp. 1015-1051",7,na,12," Revolution, Democracy, Impeachment"
0,Pax Arabica: Provisional Sovereignty and Intervention in the Arab Uprisings [article],"Bali, Asli U. (Cited 77 times); Rana, Aziz (Cited 51 times)","California Western International Law Journal, Vol. 42, Issue 2 (Spring 2012), pp. 321-352",4,na,8," Sovereignty, War, Social Justice"
0,The Many American Constitutions [reviews],"Rana, Aziz (Cited 51 times)","Texas Law Review, Vol. 93, Issue 5 (April 2015), pp. 1163-1178",3,na,10," Constitutional Law, Constitutions, Legal History, Politics, Military, War and Peace, Comparative Law"
0,Responses to the Ten Questions [article],"Rana, Aziz (Cited 51 times)","William Mitchell Law Review, Vol. 37, Issue 5 (2011), pp. 5099-5114",2,na,3," Executive Powers, National Security, Judges, Military, War and Peace"
0,Colonialism and Constitutional Memory [article],"Rana, Aziz (Cited 51 times)","UC Irvine Law Review, Vol. 5, Issue 2 (June 2015), pp. 263-288",1,na,29," Constitutional Law, Race and Ethnicity, Evidence, Aliens"
0,Constitutionalism and the American Imperial Imagination [article],"Bali, Asli (Cited 77 times); Rana, Aziz (Cited 51 times)","University of Chicago Law Review, Vol. 85, Issue 2 (March 2018), pp. 257-292",1,na,86," Economics, Race and Ethnicity, Comparative Law, Constitutional Law, Research, Politics"
0,The Two Faces of American Freedom: A Reply [comments],"Book Panel Discussion: The Two Faces of American Freedom, by Aziz Rana","Cornell Journal of Law and Public Policy, Vol. 21, Issue 1 (Fall 2011), pp. 133-150",na,na,3," Legal History, Constitutional Law, Race and Ethnicity, Government"
0,Racialized Violence and American Liberalism [reviews],"Rana, Aziz (Cited 51 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2015, pp. [111]-[112]",na,na,na," Education, Law and Society, Sexuality and the Law, Criminal Law and Procedure, Legal History"
0,Legal Export and the Transformation of American Identity [reviews],"Rana, Aziz (Cited 51 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2015, pp. [296]-[298]",na,na,na," International Law, Legal Profession, Intellectual Property Law, Constitutional Law, Legal History"
