Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
How the CJEU Has Interpreted Protected in the SPC Regulation [article],"Cordery, Brian; Willis, Steven",9693,"Managing Intellectual Property, Vol. 266, pp. 46-49",266 Managing Intell. Prop. 46 (April 2017),"Regulation, Judgments, History",na,na,8
