,First Name,Last Name,Title,School,School URL,School URL short
369,Seth,Davis,NA,UC Irvine,https://uci.edu/,uci
370,LaToya Baldwin,Clark,NA,UCLA,www.ucla.edu/,ucla
371,Blake,Emerson,NA,UCLA,www.ucla.edu/,ucla
372,Kristen,Eichensehr,NA,UCLA,www.ucla.edu/,ucla
373,Beth,Colgan,NA,UCLA,www.ucla.edu/,ucla
374,Richard,Re,NA,UCLA,www.ucla.edu/,ucla
375,Tendayi,Achiume,NA,UCLA,www.ucla.edu/,ucla
376,Norrinda,Hayat,NA,UDC,https://www.udc.edu/,udc
377,Camden,Hutchison,NA,University of British Columbia,https://www.ubc.ca/,ubc
378,Eve,Hanan,NA,UNLV,https://www.unlv.edu/,unlv
379,Dorothy Shapiro,Lund,NA,USC,https://www.usc.edu/,usc
380,Young Ran (Christine),Kim,NA,Utah,https://www.utah.edu/,utah
381,Cathy,Hwang,NA,Utah,https://www.utah.edu/,utah
382,Natalie,Banta,NA,Valparaiso,https://www.valpo.edu/,valpo
383,Gautam,Hans,NA,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt
384,Lauren,Rogal,NA,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt
385,Sara,Mayeux,NA,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt
386,Joseph,Fishman,NA,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt
387,Rachel,Stevens,NA,Vermont,https://www.uvm.edu/,uvm
388,Jeannie,Oliver,NA,Vermont,https://www.uvm.edu/,uvm
389,Christine,Speidel,NA,Villanova,https://www1.villanova.edu/,villanova
390,Josephine Sandler,Nelson,NA,Villanova,https://www1.villanova.edu/,villanova
391,Farah,Peterson,NA,Virginia,www.virginia.edu/,virginia
392,Aditya,Bamzai,NA,Virginia,www.virginia.edu/,virginia
393,Maureen (Molly),Brady,NA,Virginia,www.virginia.edu/,virginia
394,Gregg,Strauss,NA,Virginia,www.virginia.edu/,virginia
395,Marie-Amélie,George,NA,Wake Forest,https://www.wfu.edu/,wfu
396,Russell,Gold,NA,Wake Forest,https://www.wfu.edu/,wfu
397,Susannah,Pollvogt,NA,Washburn,https://washburn.edu/,washburn
398,Daniel,Epps,NA,Washington (St. Louis),https://wustl.edu/,wustl
399,Rachel,Sachs,NA,Washington (St. Louis),https://wustl.edu/,wustl
400,Angelica,Chazaro,NA,Washington (University of),https://wustl.edu/,wustl
401,Trevor,Gardner,NA,Washington (University of),https://wustl.edu/,wustl
402,William,Ortman,NA,Wayne,https://wayne.edu/,wayne
403,Anne,Choike,NA,Wayne State,https://wayne.edu/,wayne
404,Sanjukta,Paul,NA,Wayne State,https://wayne.edu/,wayne
405,Blanche,Cook,NA,Wayne State,https://wayne.edu/,wayne
406,Joshua,Weishart,NA,West Virginia,https://www.wvu.edu/,wvu
407,Valarie,Blake,NA,West Virginia,https://www.wvu.edu/,wvu
408,Peter,Conti-Brown,NA,Wharton,https://www.wharton.upenn.edu/,wharton.upenn
409,Vince,Buccola,NA,Wharton,https://www.wharton.upenn.edu/,wharton.upenn
410,Amanda,Shanor,NA,Wharton Legal Studies,https://lgst.wharton.upenn.edu/,lgst.wharton.upenn
411,Brian,Feinstein,NA,Wharton Legal Studies,https://lgst.wharton.upenn.edu/,lgst.wharton.upenn
412,Andrew,Gilden,NA,Willamette,https://willamette.edu/,willamette
413,Aaron,Simowitz,NA,Willamette,https://willamette.edu/,willamette
414,Peter,Molk,NA,Willamette,https://willamette.edu/,willamette
415,Jay,Butler,NA,William & Mary,https://www.wm.edu/,wm
416,Sarah Wasserman,Rajec,NA,William & Mary,https://www.wm.edu/,wm
417,BJ,Ard,NA,Wisconsin,https://www.wisc.edu/,wisc
418,Ion,Meyn,NA,Wisconsin,https://www.wisc.edu/,wisc
419,Yaron,Nili,NA,Wisconsin,https://www.wisc.edu/,wisc
420,Gwendolyn M.,Leachman,NA,Wisconsin,https://www.wisc.edu/,wisc
421,Miriam,Seifter,NA,Wisconsin,https://www.wisc.edu/,wisc
422,Robert,Yablon,NA,Wisconsin,https://www.wisc.edu/,wisc
423,Emily,Bremer,NA,Wyoming,www.uwyo.edu/,uwyo
424,Danielle,Cover,NA,Wyoming,www.uwyo.edu/,uwyo
425,Monica,Bell,NA,Yale,https://www.yale.edu/,yale
426,Zachary,Liscow,NA,Yale,https://www.yale.edu/,yale
427,Anika Singh,Lemar,NA,Yale,https://www.yale.edu/,yale
428,Issa,Kohler-Hausmann,NA,Yale,https://www.yale.edu/,yale
