,First Name,Last Name,Title,School,School URL,School URL short,New School,New School URL,New School URL short
207,Wendell,Pritchett,NA,"Rutgers University, Camden",https://www.camden.rutgers.edu/,camden.rutgers.edu,University of Pennsylvania,http://upenn.edu,upenn.edu
208,Intisar A.,Rabb,NA,New York University,http://nyu.edu,nyu.edu,Harvard University,http://harvard.edu,harvard.edu
209,Robert,Rhee,NA,University of Maryland,http://umaryland.edu,umaryland.edu,"University of Florida, Gainesville",www.ufl.edu/,ufl.edu
210,L. Song,Richardson,NA,University of Iowa,https://uiowa.edu/,uiowa.edu,"University of California, Irvine",http://uci.edu,uci.edu
211,Kalyani,Robbins,NA,University of Akron,https://www.uakron.edu/,uakron.edu,Florida International University,http://fiu.edu,fiu.edu
212,Troy,Rule,NA,University of Missouri,https://missouri.edu/,missouri.edu,Arizona State University,http://asu.edu,asu.edu
213,Gregory,Shaffer,NA,"University of Minnesota, Twin Cities",https://twin-cities.umn.edu/,twin-cities.umn.edu,"University of California, Irvine",http://uci.edu,uci.edu
214,David,Sklansky,NA,"University of California, Berkeley",https://www.berkeley.edu/,berkeley.edu,Stanford University,http://stanford.edu,stanford.edu
215,A. Benjamin,Spencer,NA,Washington & Lee University,https://www.wlu.edu/,wlu.edu,University of Virginia,http://virginia.edu,virginia.edu
216,Paul,Stancil,NA,University of Illinois,http://illinois.edu,illinois.edu,Brigham Young University,http://byu.edu,byu.edu
217,Adam,Steinman,NA,Seton Hall University,http://shu.edu,shu.edu,University of Alabama,http://ua.edu,ua.edu
218,Kristen,Stilt,NA,Northwestern University,http://northwestern.edu,northwestern.edu,Harvard University,http://harvard.edu,harvard.edu
219,David,Studdert,NA,University of Melbourne,https://www.unimelb.edu.au/,unimelb.edu,Stanford University,http://stanford.edu,stanford.edu
220,Eric,Talley,NA,"University of California, Berkeley",https://www.berkeley.edu/,berkeley.edu,Columbia University,http://columbia.edu,columbia.edu
221,Christopher,Tomlins,NA,"University of California, Irvine",http://uci.edu,uci.edu,"University of California, Berkeley",https://www.berkeley.edu/,berkeley.edu
222,Gerald,Torres,NA,"University of Texas, Austin",https://www.utexas.edu/,utexas.edu,Cornell University,http://cornell.edu,cornell.edu
223,Deborah,Tuerkheimer,NA,DePaul University,http://depaul.edu,depaul.edu,Northwestern University,http://northwestern.edu,northwestern.edu
224,Kenneth,Ayotte,NA,Northwestern University,http://northwestern.edu,northwestern.edu,"University of California, Berkeley",https://www.berkeley.edu/,berkeley.edu
225,Teri Dobbins,Baxter,NA,Saint Louis University,http://slu.edu,slu.edu,University of Tennessee,https://www.utk.edu/,utk.edu
226,Andrea K.,Bjorklund,NA,"University of California, Davis",http://ucdavis.edu,ucdavis.edu,McGill University,https://www.mcgill.ca/,mcgill.ca
227,Richard,Brooks,NA,Yale University,http://yale.edu,yale.edu,Columbia University,http://columbia.edu,columbia.edu
228,Karen,Burke,NA,University of San Diego,http://sandiego.edu,sandiego.edu,"University of Florida, Gainesville",www.ufl.edu/,ufl.edu
229,Lan,Cao,NA,College of William and Mary,http://sandiego.edu,sandiego.edu,Chapman University,http://chapman.edu,chapman.edu
230,June,Carbone,NA,"University of Missouri, Kansas City",http://umkc.edu,umkc.edu,"University of Minnesota, Minneapolis-St. Paul",https://twin-cities.umn.edu/,twin-cities.umn.edu
231,Paul,Caron,NA,University of Cincinnati,http://uc.edu,uc.edu,Pepperdine University,http://pepperdine.edu,pepperdine.edu
232,Jim,Chen,NA,University of Louisville,louisville.edu/,uc.edu,Michigan State University,http://msu.edu,msu.edu
233,Eric A.,Chiappinelli,NA,Creighton Universitiy,https://www.creighton.edu/,creighton.edu,Texas Tech University,http://ttu.edu,ttu.edu
234,Luis E.,Chiesa,NA,Pace University,http://pace.edu,pace.edu,"State University of New York, Buffalo",www.buffalo.edu/,buffalo.edu
235,Christine,Cimini,NA,University of Denver Sturm College of Law,https://www.law.du.edu/,law.du.edu,Vermont Law School,http://vermontlaw.edu,vermontlaw.edu
236,Evan,Criddle,NA,Syracuse University,http://syr.edu,syr.edu,College of William & Mary,https://wustl.edu/,wustl.edu
237,Jason,Czarnezki,NA,Vermont Law School,http://vermontlaw.edu,vermontlaw.edu,Pace University,http://pace.edu,pace.edu
238,Steven,Davidoff,NA,Ohio State University,http://osu.edu,osu.edu,"University of California, Berkeley",https://www.berkeley.edu/,berkeley.edu
239,Richard,Delgado,NA,Seattle University,http://seattleu.edu,seattleu.edu,University of Alabama,http://ua.edu,ua.edu
240,Miranda Perry,Fleischer,NA,"University of Colorado, Boulder",http://colorado.edu,colorado.edu,University of San Diego,http://sandiego.edu,sandiego.edu
241,Victor,Fleischer,NA,"University of Colorado, Boulder",http://colorado.edu,colorado.edu,University of San Diego,http://sandiego.edu,sandiego.edu
242,Jeanne,Fromer,NA,Fordham University,http://fordham.edu,fordham.edu,New York University,http://nyu.edu,nyu.edu
243,James,Grimmelman,NA,New York Law School,http://fordham.edu,fordham.edu,University of Maryland,http://umaryland.edu,umaryland.edu
244,Lenese,Herbert,NA,Albany Law School,https://www.albanylaw.edu/,albanylaw.edu,Howard University,http://howard.edu,howard.edu
245,Julie Anderson,Hill,NA,University of Houston,www.uh.edu/,uh.edu,University of Alabama,http://ua.edu,ua.edu
246,Adam,Hirsch,NA,Florida State University,http://fsu.edu,fsu.edu,University of San Diego,http://sandiego.edu,sandiego.edu
247,Darren,Hutchinson,NA,American University,http://american.edu,american.edu,"University of Florida, Gainesville",www.ufl.edu/,ufl.edu
248,Lucy,Jewel,NA,John Marshall Law School (Atlanta) ,http://american.edu,american.edu,University of Tennessee,https://www.utk.edu/,utk.edu
249,Emily,Kadens,NA,"University of Texas, Austin",https://www.utexas.edu/,utexas.edu,Northwestern University,http://northwestern.edu,northwestern.edu
250,Alberto,Lopez,NA,University of Richmond,http://richmond.edu,richmond.edu,University of Alabama,http://ua.edu,ua.edu
251,Ruth,Mason,NA,University of Connecticut,http://uconn.edu,uconn.edu,University of Virginia,http://virginia.edu,virginia.edu
252,Lesley,McAllister,NA,University of San Diego,http://sandiego.edu,sandiego.edu,"University of California, Davis",http://ucdavis.edu,ucdavis.edu
253,Grayson,McCouch,NA,University of San Diego,http://sandiego.edu,sandiego.edu,"University of Florida, Gainesville",www.ufl.edu/,ufl.edu
254,Mathew,McCubbins,NA,University of Southern California,http://usc.edu,usc.edu,Duke University,http://duke.edu,duke.edu
255,Bernadette,Meyler,NA,Cornell University,http://cornell.edu,cornell.edu,Stanford University,http://stanford.edu,stanford.edu
256,Darrell,Miller,NA,University of Cincinnati,http://uc.edu,uc.edu,Duke University,http://duke.edu,duke.edu
257,Susan,Morse,NA,"University of California, Hastings",https://www.uchastings.edu/,uchastings.edu,"University of Texas, Austin",https://www.utexas.edu/,utexas.edu
258,Douglas,NeJaime,NA,"Loyola Law School, Los Angeles",https://www.lls.edu/,lls.edu,"University of California, Irvine",http://uci.edu,uci.edu
259,James,Park,NA,Brooklyn Law School,http://northwestern.edu,northwestern.edu,"University of California, Los Angeles",http://ucla.edu,ucla.edu
260,Frank,Pasquale,NA,Seton Hall University,http://shu.edu,shu.edu,University of Maryland,http://umaryland.edu,umaryland.edu
261,Eduardo,Penalver,NA,Cornell University,http://cornell.edu,cornell.edu,University of Chicago,http://uchicago.edu,uchicago.edu
262,Nathaniel,Persily,NA,Columbia University,http://columbia.edu,columbia.edu,Stanford University,http://stanford.edu,stanford.edu
263,Ellen Smith,Pryor,NA,Southern Methodist University,http://smu.edu,smu.edu,University of North Texas,http://unt.edu,unt.edu
264,Cristina,Rodriguez,NA,New York University,http://nyu.edu,nyu.edu,Yale University,http://yale.edu,yale.edu
265,Benjamin,van Rooij,NA,University of Amsterdam,https://www.uva.nl/en,uva.nl/en.edu,"University of California, Irvine",http://uci.edu,uci.edu
266,Christopher,Serkin,NA,Brooklyn Law School,http://northwestern.edu,northwestern.edu,Vanderbilt University,http://vanderbilt.edu,vanderbilt.edu
267,Darien,Shanske,NA,"University of California, Hastings",https://www.uchastings.edu/,uchastings.edu,"University of California, Davis",http://ucdavis.edu,ucdavis.edu
268,Matthew,Spitzer,NA,"University of Texas, Austin",https://www.utexas.edu/,utexas.edu,Northwestern University,http://northwestern.edu,northwestern.edu
269,Christopher,Sprigman,NA,University of Virginia,http://virginia.edu,virginia.edu,New York University,http://nyu.edu,nyu.edu
270,Jean,Stefancic,NA,Seattle University,http://seattleu.edu,seattleu.edu,University of Alabama,http://ua.edu,ua.edu
271,Peter,Swire,NA,Ohio State University,http://osu.edu,osu.edu,Georgia Institute of Technology,http://gatech.edu,gatech.edu
272,Robin Fretwell,Wilson,NA,Washington & Lee University,https://www.wlu.edu/,wlu.edu,University of Illinois,http://illinois.edu,illinois.edu
273,Matthew,Adler,NA,University of Pennsylvania,http://upenn.edu,upenn.edu,Duke University,http://duke.edu,duke.edu
274,Karima,Bennoune,NA,Rutgers University at Newark,https://www.newark.rutgers.edu/,newark.rutgers.edu,"University of California, Davis",http://ucdavis.edu,ucdavis.edu
275,Anu,Bradford,NA,University of Chicago,http://uchicago.edu,uchicago.edu,Columbia University,http://columbia.edu,columbia.edu
276,Charles,Brower,NA,University of Mississippi,https://olemiss.edu/,olemiss.edu,Wayne State University,https://wayne.edu/,wayne.edu
277,Tomiko,Brown-Nagin,NA,University of Virginia,http://virginia.edu,virginia.edu,Harvard University,http://harvard.edu,harvard.edu
278,Paul,Butler,NA,George Washington University,https://www.gwu.edu/,gwu.edu,Georgetown University,http://georgetown.edu,georgetown.edu
279,Allison,Christians,NA,University of Wisconsin at Madison,https://www.wisc.edu/,wisc.edu,McGill University,https://www.mcgill.ca/,mcgill.ca
280,Barry,Cushman,NA,University of Virginia,http://virginia.edu,virginia.edu,University of Notre Dame,http://nd.edu,nd.edu
281,Scott,Dodson,NA,College of William & Mary,https://wustl.edu/,wustl.edu,"University of California, Hastings",https://www.uchastings.edu/,uchastings.edu
282,Mary,Dudziak,NA,University of Southern California,http://usc.edu,usc.edu,Emory University,http://emory.edu,emory.edu
283,Nita,Farahany,NA,Vanderbilt University,http://vanderbilt.edu,vanderbilt.edu,Duke University,http://duke.edu,duke.edu
284,Bryant,Garth,NA,Southwestern Law School,https://www.swlaw.edu/,swlaw.edu,"University of California, Irvine",http://uci.edu,uci.edu
285,James,Gathii,NA,Albany Law School,https://www.albanylaw.edu/,albanylaw.edu,"Loyola University, Chicago",http://luc.edu,luc.edu
286,Adam,Gershowitz,NA,University of Houston,www.uh.edu/,uh.edu,College of William & Mary,https://wustl.edu/,wustl.edu
287,Leslie,Griffin,NA,University of Houston,www.uh.edu/,uh.edu,"University of Nevada, Las Vegas",http://unlv.edu,unlv.edu
288,Deborah,Hellman,NA,University of Maryland,http://umaryland.edu,umaryland.edu,University of Virginia,http://virginia.edu,virginia.edu
289,Jennifer,Hendricks,NA,University of Tennessee,https://www.utk.edu/,utk.edu,"University of Colorado, Boulder",http://colorado.edu,colorado.edu
290,Jill,Horwitz,NA,University of Michigan,http://umich.edu,umich.edu,"University of California, Los Angeles",http://ucla.edu,ucla.edu
291,Shi-Ling,Hsu,NA,University of British Columbia,https://www.ubc.ca/,ubc.ca,Florida State University,http://fsu.edu,fsu.edu
292,Jody,Kraus,NA,University of Pennsylvania,http://upenn.edu,upenn.edu,Columbia University,http://columbia.edu,columbia.edu
293,Francine,Lipman,NA,Chapman University,http://chapman.edu,chapman.edu,"University of Nevada, Las Vegas",http://unlv.edu,unlv.edu
294,Jonathan,Lipson,NA,"University of Wisconsin, Madison",https://www.wisc.edu/,wisc.edu,Temple University,http://temple.edu,temple.edu
295,Jacqueline,Lipton,NA,Case Western Reserve University,http://case.edu,case.edu,University of Houston,www.uh.edu/,uh.edu
296,Thomas,Main,NA,"McGeorge School of Law, University of the Pacific",https://www.mcgeorge.edu/,mcgeorge.edu,"University of Nevada, Las Vegas",http://unlv.edu,unlv.edu
297,Calvin,Massey,NA,"University of California, Hastings",https://www.uchastings.edu/,uchastings.edu,University of New Hampshire,http://unh.edu,unh.edu
298,Jason,Mazzone,NA,Brooklyn Law School,http://northwestern.edu,northwestern.edu,University of Illinois,http://illinois.edu,illinois.edu
299,Robert,Miller,NA,Villanova University,http://villanova.edu,villanova.edu,University of Iowa,https://uiowa.edu/,uiowa.edu
300,Edward R.,Morrison,NA,Columbia University,http://columbia.edu,columbia.edu,University of Chicago,http://uchicago.edu,uchicago.edu
301,Victoria,Nourse,NA,"University of Wisconsin, Madison",https://www.wisc.edu/,wisc.edu,Georgetown University,http://georgetown.edu,georgetown.edu
302,Rafael,Pardo,NA,University of Washington at Seattle,https://www.washington.edu/,washington.edu,Emory University,http://emory.edu,emory.edu
303,Edward,Parson,NA,University of Michigan,http://umich.edu,umich.edu,"University of California, Los Angeles",http://ucla.edu,ucla.edu
304,H. Jefferson,Powell,NA,George Washington University,https://www.gwu.edu/,gwu.edu,Duke University,http://duke.edu,duke.edu
305,Dana A.,Remus,NA,University of New Hampshire,http://unh.edu,unh.edu,Drexel University,http://drexel.edu,drexel.edu
306,L. Song,Richardson,NA,American University,http://american.edu,american.edu,University of Iowa,https://uiowa.edu/,uiowa.edu
307,Dorothy,Roberts,NA,Northwestern University,http://northwestern.edu,northwestern.edu,University of Pennsylvania,http://upenn.edu,upenn.edu
308,Jim,Rossi,NA,Florida State University,http://fsu.edu,fsu.edu,Vanderbilt University,http://vanderbilt.edu,vanderbilt.edu
309,Adam,Samaha,NA,University of Chicago,http://uchicago.edu,uchicago.edu,New York University,http://nyu.edu,nyu.edu
310,Lynn,Stout,NA,University of California at Los Angeles,www.ucla.edu/,ucla.edu,Cornell University,http://cornell.edu,cornell.edu
311,Alan,Sykes,NA,Stanford University,http://stanford.edu,stanford.edu,New York University,http://nyu.edu,nyu.edu
312,Andrew,Taslitz,NA,Howard University,http://howard.edu,howard.edu,American University,http://american.edu,american.edu
313,Amanda,Tyler,NA,George Washington University,https://www.gwu.edu/,gwu.edu,"University of California, Berkeley",https://www.berkeley.edu/,berkeley.edu
314,Katharine,Van Tassel,NA,St. Thomas University (Florida) ,https://www.stu.edu/,stu.edu,University of Akron,https://www.uakron.edu/,uakron.edu
315,Gideon,Yaffe,NA,University of Southern California,http://usc.edu,usc.edu,Yale University,http://yale.edu,yale.edu
