Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Genesis of the Declaration: A Fresh Examination [comments],"Flaherty, Martin (Cited 1224 times); Gardner, Richard N. (Cited 190 times); Cook, Blanche Wiesen (Cited 4 times); Schachter, Oscar (Cited 1473 times)",7141,"Pace International Law Review, Vol. 11, Issue 1 (Spring 1999), pp. 27-68",na,4,na,3,na
