Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Moving beyond Bitcoin to an Endogenous Theory of Decentralized Ledger Technology Regulation: An Initial Proposal [article],"Reyes, Carla L. (Cited 55 times)",5592,"Villanova Law Review, Vol. 61, Issue 1 (2016), pp. 191-234",61 Vill. L. Rev. 191 (2016),26,1,177,na
The U.S. Discovery-EU Privacy Directive Conflict: Constructing a Three-Tiered Compliance Strategy [notes],"Reyes, Carla L. (Cited 55 times)",5592,"Duke Journal of Comparative & International Law, Vol. 19, Issue 2 (Winter 2009), pp. 357-388",na,7,na,6,na
Conceptualizing Cryptolaw [article],"Reyes, Carla L. (Cited 55 times)",5592,"Nebraska Law Review, Vol. 96, Issue 2 (2017), pp. 384-445",96 Neb. L. Rev. 384 (2017-2018),7,na,101,na
Distributed Governance [article],"Reyes, Carla L. (Cited 55 times); Geslevich Packin, Nizan (Cited 4 times); Edwards, Benjamin P. (Cited 64 times)",5592,"William & Mary Law Review Online, Vol. 59, pp. 1-32",59 Wm. & Mary L. Rev. Online 1 (2017-2018),4,na,78,na
"Gender, Law, and Detention Policy: Unexpected Effects on the Most Vulnerable Immigrants [article]","Reyes, Carla L. (Cited 55 times)",5592,"Wisconsin Journal of Law, Gender & Society, Vol. 25, Issue 2 (Fall 2010), pp. 301-326","25 Wis. J. L. Gender, & Soc'y 301 (2010)",4,na,6,na
Access to Counsel in Removal Proceedings: A Case Study for Exploring the Legal and Societal Imperative to Expand the Civil Right to Counsel [article],"Reyes, Carla L. (Cited 55 times)",5592,"University of the District of Columbia David A. Clarke School of Law Law Review, Vol. 17, Issue 1 (Spring 2014), pp. 131-164",17 UDC/DCSL L. Rev. 131 (2014),3,na,6,na
WTO-Compliant Protection of Fundamental Rights: Lessons from the EU Privacy Directive [article],"Reyes, Carla L. (Cited 55 times)",5592,"Melbourne Journal of International Law, Vol. 12, Issue 1 (June 2011), pp. 141-176",12 Melb. J. Int'l L. 141 (2011),3,na,27,na
Cryptolaw for Distributed Ledger Technologies: A Jurisprudential Framework [article],"Reyes, Carla L. (Cited 55 times)",5592,"Jurimetrics, Vol. 58, Issue 3 (Spring 2018), pp. 283-302",na,1,na,20,na
International Governance of Domestic National Security Measures: The Forgotten Role of the World Trade Organization [comments],"Reyes, Carla L. (Cited 55 times)",5592,"UCLA Journal of International Law and Foreign Affairs, Vol. 14, Issue 2 (Fall 2009), pp. 531-566",na,na,na,9,na
Blockchain-Based Agencies [notes],"Reyes, Carla L. (Cited 55 times)",5592,"Administrative & Regulatory Law News, Vol. 42, Issue 4 (Summer 2017), pp. 9-11",na,na,na,14,na
If Rockefeller Were a Coder [article] *new*,"Reyes, Carla L. (Cited 55 times)",5592,"George Washington Law Review, Vol. 87, Issue 2 (March 2019), pp. 373-429",87 Geo. Wash. L. Rev. 373 (2019),na,na,1,na
