Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Cyber-Law of Nations [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Georgetown Law Journal, Vol. 103, Issue 2 (January 2015), pp. 317-380",103 Geo. L.J. 317 (2014-2015),29,na,193,na
On Target - The Israeli Supreme Court and the Expansion of Targeted Killings [comments],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Yale Law Journal, Vol. 116, Issue 8 (June 2007), pp. 1873-1882",na,18,3,7,na
Foreign Sovereigns as Friends of the Court [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Virginia Law Review, Vol. 102, Issue 2 (April 2016), pp. 289-366",102 Va. L. Rev. 289 (April 2016),16,na,20,na
Treason in the Age of Terrorism: An Explanation and Evaluation of Treason's Return in Democratic States [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Vanderbilt Journal of Transnational Law, Vol. 42, Issue 5 (November 2009), pp. 1443-1508",42 Vand. J. Transnat'l L. 1443 (2009),10,na,13,na
Public-Private Cybersecurity [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Texas Law Review, Vol. 95, Issue 3 (February 2017), pp. 467-538",95 Tex. L. Rev. 467 (2016-2017),10,na,107,na
Defending Nationals Abroad: Assessing the Lawfulness of Forcible Hostage Rescues [notes],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Virginia Journal of International Law, Vol. 48, Issue 2 (Winter 2008), pp. 451-484",na,9,na,30,na
Treaty Termination and the Separation of Powers [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Virginia Journal of International Law, Vol. 53, Issue 2 (Spring 2013), pp. 247-308",53 Va. J. Int'l L. 247 (Spring 2013),6,na,58,na
Tallinn Manual on the International Law Applicable to Cyber Warfare; Edited by Michael N. Schmitt [reviews],"Eichensehr, Kristen E. (Cited 114 times)",5482,"American Journal of International Law, Vol. 108, Issue 3 (July 2014), pp. 585-589",na,4,na,49,na
Targeting Tehran: Assessing the Lawfulness of Preemptive Strikes against Nuclear Facilities [comments],"Eichensehr, Kristen E. (Cited 114 times)",5482,"UCLA Journal of International Law and Foreign Affairs, Vol. 11, Issue 1 (Spring 2006), pp. 59-98",na,3,na,2,na
Cyberwar & International Law Step Zero [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Texas International Law Journal, Vol. 50, Issue 2-3 (Spring-Summer 2015), pp. 357-380",50 Tex. Int'l L. J. 357 (2015-2016),3,na,51,na
Giving Up on Cybersecurity [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"UCLA Law Review Discourse, Vol. 64, pp. 320-339",na,2,na,11,na
"Courts, Congress, and the Conduct of Foreign Relations [article]","Eichensehr, Kristen E. (Cited 114 times)",5482,"University of Chicago Law Review, Vol. 85, Issue 3 (May 2018), pp. 609-676",85 U. Chi. L. Rev. 609 (2018),2,na,na,na
"Animal Science Products, Inc. v. Hebei Welcome Pharmaceutical Co. Ltd. [notes]","Eichensehr, Kristen E. (Cited 114 times)",5482,"American Journal of International Law, Vol. 113, Issue 1 (January 2019), pp. 116-122",na,na,na,na,na
Data Extraterritoriality [article],"Eichensehr, Kristen E. (Cited 114 times)",5482,"Texas Law Review See Also, Vol. 95, pp. 145-160",95 Tex. L. Rev. See Also 145 (2016),na,na,29,na
