Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Incorporation by Reference in an Open-Government Age [article],"Bremer, Emily S. (Cited 59 times)",5119,"Harvard Journal of Law & Public Policy, Vol. 36, Issue 1 (Winter 2013), pp. 131-210",36 Harv. J. L. & Pub. Pol'y 131 (2013),16,na,23,na
Clearing the Path to Justice: The Need to Reform 28 U.S.C. Sec. 1500 [article],"Bremer, Emily S. (Cited 59 times); Siegel, Jonathan R. (Cited 706 times)",5119,"Alabama Law Review, Vol. 65, Issue 1 (2013), pp. 1-76",65 Ala. L. Rev. 1 (2013-2014),15,4,8,na
On the Cost of Private Standards in Public Law [article],"Bremer, Emily S. (Cited 59 times)",5119,"University of Kansas Law Review, Vol. 63, Issue 2 (January 2015), pp. 279-334",63 U. Kan. L. Rev. 279 (2014-2015),11,na,16,na
The Unwritten Administrative Constitution [article],"Bremer, Emily S. (Cited 59 times)",5119,"Florida Law Review, Vol. 66, Issue 3 (May 2014), pp. 1215-1274",66 Fla. L. Rev. 1215 (2014),10,na,16,na
Agency Innovation in Vermont Yankee's White Space [article],"Bremer, Emily S. (Cited 59 times); Jacobs, Sharon B. (Cited 73 times)",5119,"Journal of Land Use & Environmental Law, Vol. 32, Issue 2 (Spring 2017), pp. 523-542",na,6,na,13,na
The Agency Declaratory Judgment [article],"Bremer, Emily S. (Cited 59 times)",5119,"Ohio State Law Journal, Vol. 78, Issue 5 (2017), pp. 1169-1216",78 Ohio St. L.J. 1169 (2017),4,na,21,na
Private Complements to Public Governance [article],"Bremer, Emily S. (Cited 59 times)",5119,"Missouri Law Review, Vol. 81, Issue 4 (Fall 2016), pp. 1115-1126",na,3,na,15,na
The Dynamic Last-in-Time Rule [article],"Bremer, Emily S. (Cited 59 times)",5119,"Indiana International & Comparative Law Review, Vol. 22, Issue 1 (2012), pp. 27-70",22 Ind. Int'l & Comp. L. Rev. 27 (2012),2,na,2,na
American and European Perspectives on Private Standards in Public Law [article],"Bremer, Emily S. (Cited 59 times)",5119,"Tulane Law Review, Vol. 91, Issue 2 (December 2016), pp. 325-370",91 Tul. L. Rev. 325 (2016-2017),2,na,28,na
Designing the Decider [article],"Bremer, Emily S. (Cited 59 times)",5119,"Georgetown Journal of Law & Public Policy, Vol. 16, Issue 1 (Winter 2018), pp. 67-86",na,1,na,21,na
