Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Fourth Amendment Fiduciaries [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Fordham Law Review, Vol. 84, Issue 2 (November 2015), pp. 611-660",84 Fordham L. Rev. 611 (2015-2016),22,2,29,na
Plausible Cause: Explanatory Standards in the Age of Powerful Machines [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Vanderbilt Law Review, Vol. 70, Issue 4 (May 2017), pp. 1249-1302",70 Vand. L. Rev. 1249 (2017),17,na,66,na
Statutes and Democratic Self-Authorship [article],"Kahn, Paul W. (Cited 772 times); Brennan-Marquez, Kiel (Cited 72 times)",6636,"William & Mary Law Review, Vol. 56, Issue 1 (October 2014), pp. 115-180",56 Wm. & Mary L. Rev. 115 (2014-2015),5,na,3,na
Judging Pain [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Quinnipiac Law Review, Vol. 31, Issue 2 (2013), pp. 233-302",31 Quinnipiac L. Rev. 233 (2013),4,na,3,na
The Philosophy and Jurisprudence of Chief Justice Roberts [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Utah Law Review, Vol. 2014, Issue 1 (2014), pp. 137-186",2014 Utah L. Rev. 137 (2014),4,na,19,na
Fourth Amendment Anxiety [article],"Brennan-Marquez, Kiel (Cited 72 times); Henderson, Stephen E. (Cited 440 times)",6636,"American Criminal Law Review, Vol. 55, Issue 1 (Winter 2018), pp. 1-36",na,4,na,146,na
The Constitutional Limits of Private Surveillance [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"University of Kansas Law Review, Vol. 66, Issue 3 (February 2018), pp. 485-522",66 U. Kan. L. Rev. 485 (2017-2018),3,na,43,na
Offensive Searches: Toward a Two-Tier Theory of Fourth Amendment Protection [article],"Brennan-Marquez, Kiel (Cited 72 times); Tutt, Andrew (Cited 88 times)",6636,"Harvard Civil Rights-Civil Liberties Law Review, Vol. 52, Issue 1 (Winter 2017), pp. 103-144",52 Harv. C.R.-C.L. L. Rev. 103 (2017),3,na,21,na
Outsourced Law Enforcement [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"University of Pennsylvania Journal of Constitutional Law, Vol. 18, Issue 3 (February 2016), pp. 797-812",18 U. Pa. J. Const. L. 797 (2015-2016),2,na,10,na
The Epistemology of Twombly and Iqbal [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Regent University Law Review, Vol. 26, Issue 1 (2013-2014), pp. 167-208",26 Regent U. L. Rev. 167 (2013-2014),2,na,7,na
A Modest Defense of Mind Reading [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Yale Journal of Law and Technology, Vol. 15, Issue 1 (2012), pp. 214-272",15 Yale J.L. & Tech. 214 (2012),2,na,6,na
"A Quite Principled Conceit: A Response to Jed Rubenfeld, The Riddle of Rape-by-Deception and the Myth of Sexual Autonomy, 122 Yale L J 1372 (2013) [article]","Brennan-Marquez, Kiel (Cited 72 times)",6636,"University of Chicago Law Review Dialogue, Vol. 80, pp. 81-87",80 U. Chi. L. Rev. Dialogue 81 (2013),na,na,24,na
The Faces of Judicial Naivete [reviews],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Constitutional Commentary, Vol. 29, Issue 2 (Spring 2014), pp. 257-270",na,na,na,8,na
Interpreting Constitutional Provisions in Tandem [comments],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Howard Law Journal, Vol. 61, Issue 3 (Spring 2018), pp. 601-610",na,na,na,6,na
On the Wisdom of Categorical (Privacy) Rules [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"I/S: A Journal of Law and Policy for the Information Society, Vol. 13, Issue 2 (Spring 2017), pp. 373-382",na,na,na,4,na
Big Data Policing and the Redistribution of Anxiety [notes],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"Ohio State Journal of Criminal Law, Vol. 15, Issue 2 (Spring 2018), pp. 487-494",na,na,na,33,na
Magic Words [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"William & Mary Bill of Rights Journal, Vol. 23, Issue 3 (March 2015), pp. 759-784",23 Wm. & Mary Bill Rts. J. 759 (March 2015),na,na,4,na
Artificial Intelligence and Role-Reversible Judgment [article],"Brennan-Marquez, Kiel (Cited 72 times); Henderson, Stephen E. (Cited 440 times)",6636,"Journal of Criminal Law and Criminology, Vol. 109, Issue 2 (Spring 2019), pp. 137-164",na,na,na,na,na
The Probabilism Debate That Never Was [article],"Brennan-Marquez, Kiel (Cited 72 times)",6636,"International Journal of Evidence & Proof, Vol. 23, Issue 1-2 (April 2019), pp. 141-146",na,na,na,na,na
