Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Religious Sanctification of Labor Law: Islamic Labor Principles and Model Provisions [comments],"Zulfiqar, Adnan A. (Cited 6 times)",2108,"University of Pennsylvania Journal of Labor and Employment Law, Vol. 9, Issue 2 (Winter 2007), pp. 421-444",na,6,na,10,na
Revolutionary Islamic Jurisprudence: A Restatement of the Arab Spring [article],"Zulfiqar, Adnan A. (Cited 6 times)",2108,"New York University Journal of International Law and Politics, Vol. 49, Issue 2 (Winter 2017), pp. 443-498",49 N.Y.U. J. Int'l L. & Pol. 443 (2016-2017),na,na,18,na
Jurisdiction over Jihad: Islamic Law and the Duty to Fight [article],"Zulfiqar, Adnan A. (Cited 6 times)",2108,"West Virginia Law Review, Vol. 120, Issue 2 (Winter 2017), pp. 427-468",120 W. Va. L. Rev. 427 (2017-2018),na,na,47,na
