Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Who Are Officers of the United States [article],"Mascott, Jennifer L. (Cited 21 times)",2432,"Stanford Law Review, Vol. 70, Issue 2 (February 2018), pp. 443-564",70 Stan. L. Rev. 443 (2018),17,8,126,na
The Dictionary as a Specialized Corpus [article],"Mascott, Jennifer L. (Cited 21 times)",2432,"Brigham Young University Law Review, Vol. 2017, Issue 6 (2017), pp. 1557-1588",2017 BYU L. Rev. 1557 (2017),2,na,19,na
The New Supreme Court's Adjudication of Law [article],"Mascott, Jennifer L. (Cited 21 times)",2432,"Administrative & Regulatory Law News, Vol. 44, Issue 1 (Fall 2018), pp. 9-10",na,na,na,2,na
Constitutional Law [decisions],"Mascott, Jennifer L. (Cited 21 times)",2432,"George Washington Law Review, Vol. 73, Issue 4 (June 2005), pp. 802-826",na,na,na,2,na
