Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Social Media, Smartphones, and Proportional Privacy in Civil Discovery [article]","McPeak, Agnieszka A. (Cited 15 times)",2963,"University of Kansas Law Review, Vol. 64, Issue 1 (November 2015), pp. 235-292",64 U. Kan. L. Rev. 235 (2015-2016),12,5,33,na
Sharing Tort Liability in the New Sharing Economy [article],"McPeak, Agnieszka A. (Cited 15 times)",2963,"Connecticut Law Review, Vol. 49, Issue 1 (November 2016), pp. 171-226",49 Conn. L. Rev. 171 (2016-2017),2,2,83,na
Regulating Ridesharing Platforms through Tort Law [article],"McPeak, Agnieszka A. (Cited 15 times)",2963,"University of Hawai'i Law Review, Vol. 39, Symposium Issue (Spring 2017), pp. 357-394",39 U. Haw. L. Rev. 357 (2016-2017),na,na,44,na
