Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Economic Crisis and the Integration of Law and Finance: The Impact of Volatility Spikes [article],"Fox, Edward G. (Cited 3 times); Fox, Merritt B. (Cited 1019 times); Gilson, Ronald J. (Cited 6043 times)",6337,"Columbia Law Review, Vol. 116, Issue 2 (March 2016), pp. 325-408",116 Colum. L. Rev. 325 (2016),3,na,48,na
