Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
What to Do upon Discovery of a Problem Real Estate Loan [article],"Fishman, Joseph L.; Strauss, Richard E.",8794,"Practical Lawyer, Vol. 37, Issue 1 (January 1991), pp. 89-92",37 Prac. Law. 89 (1991),na,na,na,na
