Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Interdisciplinary Projects-Based Community Entrepreneurship Courses [notes] *new*,"Luppino, Anthony J. (Cited 110 times); Weiss, Brandon",4138,"Journal of Affordable Housing and Community Development Law, Vol. 27, Issue 3 (2019), pp. 491-492",na,na,na,na,na
