Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The New Stock Market: Sense and Nonsense [article],"Fox, Merritt B. (Cited 1019 times); Glosten, Lawrence R. (Cited 46 times); Rauterberg, Gabriel V. (Cited 105 times)",9305,"Duke Law Journal, Vol. 65, Issue 2 (November 2015), pp. 191-278",65 Duke L.J. 191 (2015-2016),31,na,74,na
Revolution in Manipulation Law: The New CFTC Rules and the Urgent Need for Economic and Empirical Analyses [article],"Abrantes-Metz, Rosa M. (Cited 17 times); Rauterberg, Gabriel (Cited 105 times); Verstein, Andrew (Cited 117 times)",9305,"University of Pennsylvania Journal of Business Law, Vol. 15, Issue 2 (Winter 2013), pp. 357-418",15 U. Pa. J. Bus. L. 357 (Winter 2013),16,na,19,na
"Assessing Transnational Private Regulation of the OTC Derivatives Market: ISDA, the BBA, and the Future of Financial Reform [article]","Rauterberg, Gabriel (Cited 105 times); Verstein, Andrew (Cited 117 times)",9305,"Virginia Journal of International Law, Vol. 54, Issue 1 (2013), pp. 9-50",54 Va. J. Int'l L. 9 (2013-2014),16,na,40,na
Contracting out of the Fiduciary Duty of Loyalty: An Empirical Analysis of Corporate Opportunity Waivers [article],"Rauterberg, Gabriel (Cited 105 times); Talley, Eric (Cited 795 times)",9305,"Columbia Law Review, Vol. 117, Issue 5 (June 2017), pp. 1075-1152",117 Colum. L. Rev. 1075 (2017),15,1,50,na
"Index Theory: The Law, Promise and Failure of Financial Indices [article]","Rauterberg, Gabriel (Cited 105 times); Verstein, Andrew (Cited 117 times)",9305,"Yale Journal on Regulation, Vol. 30, Issue 1 (Winter 2013), pp. 1-62",30 Yale J. on Reg. 1 (2013),13,na,25,na
Stock Market Manipulation and Its Regulation [article],"Fox, Merritt B. (Cited 1019 times); Glosten, Lawrence R. (Cited 46 times); Rauterberg, Gabriel V. (Cited 105 times)",9305,"Yale Journal on Regulation, Vol. 35, Issue 1 (Winter 2018), pp. 67-126",35 Yale J. on Reg. 67 (2018),5,na,211,na
The Corporation's Place in Society [reviews],"Rauterberg, Gabriel (Cited 105 times)",9305,"Michigan Law Review, Vol. 114, Issue 6 (April 2016), pp. 913-928",na,4,na,15,na
Informed Trading and Its Regulation [article],"Fox, Merritt B. (Cited 1019 times); Glosten, Lawrence R. (Cited 46 times); Rauterberg, Gabriel V. (Cited 105 times)",9305,"Journal of Corporation Law, Vol. 43, Issue 4 (Summer 2018), pp. 817-898",43 J. Corp. L. 817 (2017-2018),2,na,80,na
The Treatment of Isolationist Minorities [notes],"Rauterberg, Gabriel (Cited 105 times)",9305,"Yale Journal of Law and the Humanities, Vol. 22, Issue 1 (Winter 2010), pp. 105-126",na,2,na,3,na
Stock Market Futurism [article],"Fox, Merritt; Rauterberg, Gabriel (Cited 105 times)",9305,"Journal of Corporation Law, Vol. 42, Issue 4 (Summer 2017), pp. 793-808",42 J. Corp. L. 793 (2016-2017),na,na,28,na
