Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Conscience, Incorporated [article]","Nelson, James D. (Cited 72 times)",5582,"Michigan State Law Review, Vol. 2013, Issue 5 (2013), pp. 1565-1620",2013 Mich. St. L. Rev. 1565 (2013),31,na,27,na
"Incarceration, Accommodations, and Strict Scrutiny [notes]","Nelson, James D. (Cited 72 times)",5582,"Virginia Law Review , Vol. 95, Issue 8 (December 2009), pp. 2053-2128",na,20,na,7,na
The Freedom of Business Association [article],"Nelson, James D. (Cited 72 times)",5582,"Columbia Law Review, Vol. 115, Issue 2 (March 2015), pp. 461-514",na,13,na,na,na
"Corporations, Unions, and the Illusion of Symmetry [article]","Nelson, James D. (Cited 72 times)",5582,"Virginia Law Review, Vol. 102, Issue 8 (December 2016), pp. 1969-2026",102 Va. L. Rev. 1969 (December 2016),5,na,22,na
Developments in Antitrust Law That Impact Intellectual Property Licensing Transactions [article],"Nelson, James D. (Cited 72 times); Pond, Victoria M. (Cited 1 times)",5582,"Defense Counsel Journal, Vol. 78, Issue 3 (July 2011), pp. 274-284",78 Def. Counsel J. 274 (2011),1,na,1,na
The Trouble with Corporate Conscience [comments],"Nelson, James D. (Cited 72 times)",5582,"Vanderbilt Law Review, Vol. 71, Issue 5 (October 2018), pp. 1655-1702",na,na,na,36,na
Bankers and the Business of Practicing Law [article],"Nelson, James D. (Cited 72 times); Broadwell, Laura",5582,"Bench & Bar of Minnesota, Vol. 38, Issue 4 (December 1981), pp. 65-70",38 Bench & B. Minn. 65 (1981-1982),na,na,na,na
Defending Managed Earnings Cases by Understanding Revenue Recognition [article],"Nelson, James D. (Cited 72 times); Gorman, Jeannette Adams; Jacobson, Pam Kohli",5582,"Defense Counsel Journal, Vol. 71, Issue 3 (July 2004), pp. 289-293",71 Def. Counsel J. 289 (2004),na,na,2,na
Composite Trademarks: Deconstructing the Similarity of Marks Element in a Trademark Infringement Action [article],"Nelson, James D. (Cited 72 times); Jacobson, Pam Kohli",5582,"Defense Counsel Journal, Vol. 72, Issue 4 (October 2005), pp. 347-353",na,na,na,5,na
Corporate Disestablishment [article],"Nelson, James D. (Cited 72 times)",5582,"Virginia Law Review, Vol. 105, Issue 3 (May 2019), pp. 595-654",105 Va. L. Rev. 595 (2019),na,na,na,na
