Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Informational Value of Patents [article],"Asay, Clark D. (Cited 103 times)",4257,"Berkeley Technology Law Journal, Vol. 31, Issue 1 (2016), pp. 259-324",31 Berkeley Tech. L.J. 259 (2016),18,na,35,na
A Case for the Public Domain [article],"Asay, Clark D. (Cited 103 times)",4257,"Ohio State Law Journal, Vol. 74, Issue 5 (2013), pp. 753-806",74 Ohio St. L.J. 753 (2013),16,na,25,na
Kirtsaeng and the First-Sale Doctrine's Digital Problem [article],"Asay, Clark D. (Cited 103 times)",4257,"Stanford Law Review Online, Vol. 66, pp. 17-24",66 Stan. L. Rev. Online 17 (2013-2014),14,na,18,na
Enabling Patentless Innovation [article],"Asay, Clark D. (Cited 103 times)",4257,"Maryland Law Review, Vol. 74, Issue 3 (2015), pp. 431-496",74 Md. L. Rev. 431 (2014-2015),12,na,22,na
The General Public License Version 3.0: Making or Breaking the Foss Movement [article],"Asay, Clark D. (Cited 103 times)",4257,"Michigan Telecommunications and Technology Law Review, Vol. 14, Issue 2 (Spring 2008), pp. 265-302",14 Mich. Telecomm. & Tech. L. Rev. 265 (2007-2008),9,na,9,na
Copyright's Technological Independencies [article],"Asay, Clark D. (Cited 103 times)",4257,"Stanford Technology Law Review, Vol. 18, Issue 2 (Winter 2015), pp. 189-246",18 Stan. Tech. L. Rev. 189 (2014-2015),8,na,22,na
Software's Copyright Anticommons [article],"Asay, Clark D. (Cited 103 times)",4257,"Emory Law Journal, Vol. 66, Issue 2 (2017), pp. 265-332",66 Emory L.J. 265 (2016-2017),7,na,52,na
Intellectual Property Law Hybridization [article],"Asay, Clark D. (Cited 103 times)",4257,"University of Colorado Law Review, Vol. 87, Issue 1 (2016), pp. 65-142",87 U. Colo. L. Rev. 65 (2016),4,na,31,na
Ex Post Incentives and IP in Garcia v. Google and beyond [article],"Asay, Clark D. (Cited 103 times)",4257,"Stanford Law Review Online, Vol. 67, pp. 37-46",67 Stan. L. Rev. Online 37 (2014-2015),4,na,7,na
Patent Pacifism [article],"Asay, Clark D. (Cited 103 times)",4257,"George Washington Law Review, Vol. 85, Issue 3 (May 2017), pp. 645-711",85 Geo. Wash. L. Rev. 645 (2017),3,na,50,na
Patenting Elasticities [article],"Asay, Clark D. (Cited 103 times)",4257,"Southern California Law Review, Vol. 91, Issue 1 (November 2017), pp. 1-64",91 S. Cal. L. Rev. 1 (2017-2018),3,na,33,na
Transformative Use in Software [article],"Asay, Clark D. (Cited 103 times)",4257,"Stanford Law Review Online, Vol. 70, pp. 9-19",na,2,na,47,na
Saving Software's Fair Use Future [article],"Samuelson, Pamela (Cited 4068 times); Asay, Clark D. (Cited 103 times)",4257,"Harvard Journal of Law & Technology (Harvard JOLT), Vol. 31, Special Issue (Spring 2018), pp. 535-562",na,na,na,9,na
Patent Schisms [article],"Asay, Clark D. (Cited 103 times)",4257,"Iowa Law Review, Vol. 104, Issue 1 (November 2018), pp. 45-92",104 Iowa L. Rev. 45 (2018-2019),na,na,26,na
Consumer Information Privacy and the Problems(s) of Third-Party Disclosures [article],"Asay, Clark D. (Cited 103 times)",4257,"Northwestern Journal of Technology and Intellectual Property, Vol. 11, Issue 5 (2013), pp. [xxxi]-358",11 Nw. J. Tech. & Intell. Prop. [xxxi] (2012-2013),na,na,na,na
