Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Burying Our Heads in the Sand: Lack of Knowledge, Knowledge Avoidance, and the Persistent Problem of Campus Peer Sexual Violence [article]","Cantalupo, Nancy Chi (Cited 133 times)",6719,"Loyola University Chicago Law Journal, Vol. 43, Issue 1 (Fall 2011), pp. 205-266",43 Loy. U. Chi. L.J. 205 (2011-2012),42,na,50,na
Decriminalizing Campus Institutional Responses to Peer Sexual Violence [article],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"Journal of College and University Law, Vol. 38, Issue 3 (2012), pp. 481-524",38 J.C. & U.L. 481 (2011-2012),29,na,63,na
Campus Violence: Understanding the Extraordinary through the Ordinary [article],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"Journal of College and University Law, Vol. 35, Issue 3 (2009), pp. 613-690",na,25,na,26,na
For the Title IX Civil Rights Movement: Congratulation and Cautions [article],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"Yale Law Journal Forum, Vol. 125, pp. 281-303",125 Yale L.J. F. 281 (2015-2016),11,na,20,na
Masculinity & Title IX: Bullying and Sexual Harassment of Boys in the American Liberal State [article],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"Maryland Law Review, Vol. 73, Issue 3 (2014), pp. 887-985",73 Md. L. Rev. 887 (2013-2014),8,na,17,na
Comparing Single-Sex and Reformed Coeducation: A Constitutional Analysis [article],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"San Diego Law Review, Vol. 49, Issue 3 (August-September 2012), pp. 725-790",49 San Diego L. Rev. 725 (2012),6,na,20,na
The Civil Rights Approach to Campus Sexual Violence [comments],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"Regent University Law Review, Vol. 28, Issue 2 (2015-2016), pp. 185-196",na,5,na,23,na
A Systematic Look at a Serial Problem: Sexual Harassment of Students by University Faculty [article],"Cantalupo, Nancy Chi (Cited 133 times); Kidder, William C. (Cited 479 times)",6719,"Utah Law Review, Vol. 2018, Issue 3 (2018), pp. 671-786",2018 Utah L. Rev. 671 (2018),2,na,112,na
Mapping the Title IX Iceberg: Sexual Harassment (Mostly) in Graduate School by College Faculty [article],"Cantalupo, Nancy Chi (Cited 133 times); Kidder, William C. (Cited 479 times)",6719,"Journal of Legal Education, Vol. 66, Issue 4 (Summer 2017), pp. 850-881",66 J. Legal Educ. 850 (2016-2017),2,na,83,na
And Even More of Us Are Brave: Intersectionality & Sexual Harassment of Women Students of Color [article],"Cantalupo, Nancy Chi (Cited 133 times)",6719,"Harvard Journal of Law and Gender, Vol. 42, Issue 1 (Winter 2019), pp. 1-82",42 Harv. Women's L.J. 1 (2019),na,na,na,na
