Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Right to Be Let Alone: The People's Mandate, The [comments]","Simon, Tobias (Cited 2 times); Jacobs, Sharon (I)",7632,"Florida Bar Journal, Vol. 52, Issue 8 (October 1978), pp. 609-612",52 Fla. B.J. 609 (1978),na,na,na,na
