Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Copwatching [article],"Simonson, Jocelyn (Cited 169 times)",7350,"California Law Review, Vol. 104, Issue 2 (April 2016), pp. 391-446",104 Calif. L. Rev. 391 (April 2016),47,2,98,na
The Criminal Court Audience in a Post-Trial World [article],"Simonson, Jocelyn (Cited 169 times)",7350,"Harvard Law Review, Vol. 127, Issue 8 (June 2014), pp. 2173-2233",127 Harv. L. Rev. 2173 (June 2014),42,4,59,na
Beyond Body Cameras: Defending a Robust Right to Record the Police [article],"Simonson, Jocelyn (Cited 169 times)",7350,"Georgetown Law Journal, Vol. 104, Issue 6 (August 2016), pp. 1559-1580",104 Geo. L.J. 1559 (August 2016),19,na,99,na
Bail Nullification [article],"Simonson, Jocelyn (Cited 169 times)",7350,"Michigan Law Review, Vol. 115, Issue 5 (March 2017), pp. 585-638",115 Mich. L. Rev. 585 (2016-2017),19,na,87,na
Rethinking Rational Discrimination against Ex-Offenders [article],"Simonson, Jocelyn (Cited 169 times)",7350,"Georgetown Journal on Poverty Law and Policy, Vol. 13, Issue 2 (Summer 2006), pp. 283-312",na,17,na,66,na
"Thinking like a Public Interest Lawyer: Theory, Practice, and Pedagogy [article]","Agarwal, Nisha (Cited 9 times); Simonson, Jocelyn (Cited 169 times)",7350,"New York University Review of Law & Social Change, Vol. 34, Issue 3 (2010), pp. 455-498",34 N.Y.U. Rev. L. & Soc. Change 455 (2010),9,na,16,na
Breaking the Silence: Legal Scholarship as Social Change [comments],"Simonson, Jocelyn (Cited 169 times)",7350,"Harvard Civil Rights-Civil Liberties Law Review, Vol. 41, Issue 2 (Summer 2006), pp. 289-298",na,5,na,9,na
Democratizing Criminal Justice through Contestation and Resistance [article],"Simonson, Jocelyn (Cited 169 times)",7350,"Northwestern University Law Review, Vol. 111, Issue 6 (2017), pp. 1609-1624",na,5,na,49,na
Filming the Police as an Act of Resistance: Remarks given at the Smartphoned Symposium [article],"Simonson, Jocelyn (Cited 169 times)",7350,"University of St. Thomas Journal of Law and Public Policy (Minnesota), Vol. 10, Issue 2 (2016), pp. 83-88",10 U. St. Thomas J.L. & Pub. Pol'y 83 (2015-2016),na,na,9,na
The Place of the People in Criminal Procedure [comments],"Simonson, Jocelyn (Cited 169 times)",7350,"Columbia Law Review, Vol. 119, Issue 1 (January 2019), pp. 249-308",na,na,na,na,na
