Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Replacing the Presumption against Extraterritoriality [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Boston University Law Review, Vol. 94, Issue 1 (January 2014), pp. 1-54",94 B.U. L. Rev. 1 (2014),28,na,44,na
Bowman Lives: The Extraterritorial Application of U.S. Criminal Law after Morrison v. National Australia Bank [article],"Clopton, Zachary D. (Cited 140 times)",4312,"New York University Annual Survey of American Law, Vol. 67, Issue 2 (2011), pp. 137-194",67 N.Y.U. Ann. Surv. Am. L. 137 (2011-2012),22,3,11,na
Redundant Public-Private Enforcement [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Vanderbilt Law Review, Vol. 69, Issue 2 (March 2016), pp. 285-332",69 Vand. L. Rev. 285 (2016),21,na,55,na
"Territoriality, Technology, and National Security [article]","Clopton, Zachary D. (Cited 140 times)",4312,"University of Chicago Law Review, Vol. 83, Issue 1 (Winter 2016), pp. 45-64",na,14,na,na,na
Making State Civil Procedure [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Cornell Law Review, Vol. 104, Issue 1 (November 2018), pp. 1-100",104 Cornell L. Rev. 1 (2018-2019),12,na,na,na
Transnational Class Actions in the Shadow of Preclusion [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Indiana Law Journal, Vol. 90, Issue 4 (Fall 2015), pp. 1387-1428",90 Ind. L.J. 1387 (2015),8,1,19,na
Judging Foreign States [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Washington University Law Review, Vol. 94, Issue 1 (2016), pp. 1-48",94 Wash. U. L. Rev. 1 (2016-2017),5,na,20,na
Procedural Retrenchment and the States [article],"Clopton, Zachary D. (Cited 140 times)",4312,"California Law Review, Vol. 106, Issue 2 (April 2018), pp. 411-480",106 Calif. L. Rev. 411 (2018),5,na,na,na
A Global Architecture for Medical Counter-Measure Preparedness against Bioviolence [article],"Kellman, Barry (Cited 190 times); Clopton, Zachary D. (Cited 140 times)",4312,"University of St. Thomas Law Journal, Vol. 6, Issue 3 (Spring 2009), pp. 550-593",na,4,na,2,na
Class Actions and Executive Power [article],"Clopton, Zachary D. (Cited 140 times)",4312,"New York University Law Review, Vol. 92, Issue 4 (October 2017), pp. 878-894",na,4,na,29,na
Extraterritoriality and Extranationality: A Comparative Study [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Duke Journal of Comparative and International Law, Vol. 23, Issue 2 (Winter 2013), pp. 217-266",23 Duke J. Comp. & Int'l L. 217 (2012-2013),4,na,16,na
The Meaning of the Seventeenth Amendment and a Century of State Defiance [article],"Clopton, Zachary D. (Cited 140 times); Art, Steven E. (Cited 3 times)",4312,"Northwestern University Law Review, Vol. 107, Issue 3 (Spring 2013), pp. 1181-1242",107 Nw. U. L. Rev. 1181 (2012-2013),3,3,na,na
MDL v. Trump: The Puzzle of Public Law in Multidistrict Litigation [article],"Bradt, Andrew D. (Cited 117 times); Clopton, Zachary D. (Cited 140 times)",4312,"Northwestern University Law Review Online, Vol. 112, pp. 85-108",112 Nw. U. L. Rev. Online 85 (2017-2018),2,na,12,na
MDL v. Trump: The Puzzle of Public Law in Multidistrict Litigation [comments],"Bradt, Andrew D. (Cited 117 times); Clopton, Zachary D. (Cited 140 times)",4312,"Northwestern University Law Review, Vol. 112, Issue 4 (2018), pp. 905-928",na,1,na,18,na
Extraterritoriality and Comparative Institution Analysis: A Response to Professor Meyer [article],"Clopton, Zachary D. (Cited 140 times); Wuintans, P. Bartholomew (Cited 1 times)",4312,"Georgetown Law Journal Online, Vol. 102, pp. 28-33",102 Geo. L.J. Online 28 (2013),1,na,4,na
Diagonal Public Enforcement [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Stanford Law Review, Vol. 70, Issue 4 (April 2018), pp. 1077-1130",70 Stan. L. Rev. 1077 (2018),1,na,56,na
Kiobel and the Law of Nations [article],"Clopton, Zachary D. (Cited 140 times)",4312,"AJIL Unbound, Vol. 107, pp. 1-4",107 AJIL Unbound 1 (2014),na,na,21,na
State Law Litigation of International Norms: Horizontal and Vertical Dimensions [notes],"Clopton, Zachary D. (Cited 140 times)",4312,"Proceedings of the Annual Meeting, published by the American Society of International Law, Vol. 108, pp. 433-436",na,na,na,5,na
"Justiciability, Federalism, and the Administrative State [article]","Clopton, Zachary D. (Cited 140 times)",4312,"Cornell Law Review, Vol. 103, Issue 6 (September 2018), pp. 1431-1468",103 Cornell L. Rev. 1431 (September 2018),na,na,34,na
Foreign Affairs Federalism and the Limits of Executive Power [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Michigan Law Review First Impressions, Vol. 111, pp. 1-9",111 Mich. L. Rev. First Impressions 1 (2012),na,na,2,na
A Cooperative Federalism Approach to Shareholder Arbitration [article],"Clopton, Zachary D. (Cited 140 times); Winship, Verity (Cited 110 times)",4312,"Yale Law Journal Forum, Vol. 128, pp. 169-184",128 Yale L.J. F. 169 (2018-2019),na,na,na,na
The Global Class Action and Its Alternatives [article],"Clopton, Zachary D. (Cited 140 times)",4312,"Theoretical Inquiries in Law, Vol. 19, Issue 1 (January 2018), pp. 125-150",na,na,na,na,na
