Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Transcending Equality versus Adequacy [article],"Weishart, Joshua E. (Cited 38 times)",7822,"Stanford Law Review, Vol. 66, Issue 3 (March 2014), pp. 477-544",66 Stan. L. Rev. 477 (2014),22,na,40,na
Reconstituting the Right to Education [article],"Weishart, Joshua E. (Cited 38 times)",7822,"Alabama Law Review, Vol. 67, Issue 4 (2016), pp. 915-978",67 Ala. L. Rev. 915 (2015-2016),11,na,87,na
Equal Liberty in Proportion [article],"Weishart, Joshua E. (Cited 38 times)",7822,"William & Mary Law Review, Vol. 59, Issue 1 (October 2017), pp. 215-300",59 Wm. & Mary L. Rev. 215 (2017-2018),5,na,23,na
Aligning Education Rights and Remedies [article],"Weishart, Joshua E. (Cited 38 times)",7822,"Kansas Journal of Law & Public Policy, Vol. 27, Issue 3 (Summer 2018), pp. 346-400",27 Kan. J.L. & Pub. Pol'y 346 (2017-2018),na,na,28,na
The Compromised Right to Education [comments],"Weishart, Joshua E. (Cited 38 times)",7822,"Stanford Law Review Online, Vol. 71, pp. 123-131",na,na,na,na,na
