Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Agency Costs of Teamwork [article],"McClane, Jeremy (Cited 2 times)",2065,"Cornell Law Review, Vol. 101, Issue 5 (July 2016), pp. 1229-1320",101 Cornell L. Rev. 1229 (2015-2016),1,na,18,na
Boilerplate and the Impact of Disclosure in Securities Dealmaking [article],"McClane, Jeremy (Cited 2 times)",2065,"Vanderbilt Law Review, Vol. 72, Issue 1 (January 2019), pp. 191-296",72 Vand. L. Rev. 191 (2019),na,na,17,na
