Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Responsibility for Regime Change [article],"Butler, Jay (Cited 6 times)",2654,"Columbia Law Review, Vol. 114, Issue 3 (April 2014), pp. 503-582",114 Colum. L. Rev. 503 (2014),6,na,53,na
Amnesty for Even the Worst Offenders [article],"Butler, Jay (Cited 6 times)",2654,"Washington University Law Review, Vol. 95, Issue 3 (2017), pp. 589-638",95 Wash. U. L. Rev. 589 (2017-2018),na,na,21,na
