Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Becoming Global Citizens and Global Lawyers: Incorporating International Work and Study Experiences into the Australian Law School Curriculum [article],"Connor, Tim (Cited 4 times); Ries, Nola M. (Cited 15 times); Ross, Nicola; Sobel-Read, Kevin; Matas, Daniel",8193,"Clinical Law Review, Vol. 25, Issue 1 (Fall 2018 ), pp. 63-94",25 Clinical L. Rev. 63 (2018-2019),na,na,7,na
