Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"No Justice in Utah's Justice Courts: Constitutional Issues, Systemic Problems, and the Failure to Protect Defendants in Utah's Infamous Local Courts [article]","Newton, Samuel P.; Welch, Teresa L.; Hamilton, Neal G.",5866,"Utah Law Review OnLaw, Vol. 2012, pp. 27-72",2012 Utah L. Rev. OnLaw 27 (2012),na,na,12,na
