Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Subsidiarity in Principle: Decentralization of Water Resources Management [article],"Stoa, Ryan (Cited 22 times)",2398,"Utrecht Law Review, Vol. 10, Issue 2 (May 2014), pp. 31-45",na,8,na,15,na
The United Nations Watercourses Convention on the Dawn of Entry into Force [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Vanderbilt Journal of Transnational Law, Vol. 47, Issue 5 (November 2014), pp. 1321-1370",47 Vand. J. Transnat'l L. 1321 (2014),3,na,25,na
Weed and Water Law: Regulating Legal Marijuana [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Hastings Law Journal, Vol. 67, Issue 3 (April 2016), pp. 565-622",67 Hastings L.J. 565 (April 2016),3,na,123,na
"Droughts, Floods, and Wildfires: Paleo Perspectives on Disaster Law in the Anthropocene [article]","Stoa, Ryan B. (Cited 22 times)",2398,"Georgetown International Environmental Law Review, Vol. 27, Issue 3 (2015), pp. 393-446",27 Geo. Int'l Envtl. L. Rev. 393 (2014-2015),3,na,24,na
Cooperative Federalism in Biscayne National Park [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Natural Resources Journal, Vol. 56, Issue 1 (Winter 2016), pp. 81-116",56 Nat. Resources J. 81 (2016),2,na,9,na
Marijuana Agriculture Law: Regulation at the Root of an Industry [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Florida Law Review, Vol. 69, Issue 2 (March 2017), pp. 297-364",69 Fla. L. Rev. 297 (March 2017),1,na,62,na
Florida Water Management Districts and the Florida Water Resources Act: The Challenges of Basin-Level Management [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Kentucky Journal of Equine, Agriculture, & Natural Resources Law, Vol. 7, Issue 1 (2014-2015), pp. 73-88",7 Ky. J. Equine Agric. & Nat. Resources L. 73 (2014-2015),1,na,6,na
Water Governance in Haiti: An Assessment of Laws and Institutional Capacities [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Tulane Environmental Law Journal, Vol. 29, Issue 2 (Summer 2017), pp. 243-286",29 Tul. Envtl. L.J. 243 (2015-2017),1,na,14,na
Marijuana Appellations: The Case for Cannabicultural Designations of Origin [article],"Stoa, Ryan B. (Cited 22 times)",2398,"Harvard Law & Policy Review, Vol. 11, Issue 2 (Summer 2017), pp. 513-540",11 Harv. L. & Pol'y Rev. 513 (Summer 2017),na,na,26,na
Comparative Cannabis: Approaches to Marijuana Agriculture Regulation in the United States and Canada [article],"Stoa, Ryan B. (Cited 22 times)",2398,"University of the Pacific Law Review, Vol. 49, Issue 1 (2017), pp. 89-116",na,na,na,70,na
