Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Geography of Bankruptcy [article],"Coordes, Laura Napoli (Cited 20 times)",1616,"Vanderbilt Law Review, Vol. 68, Issue 2 (March 2015), pp. 381-440",68 Vand. L. Rev. 381 (2015),9,na,20,na
Restructuring Municipal Bankruptcy [article],"Coordes, Laura Napoli (Cited 20 times)",1616,"Utah Law Review, Vol. 2016, Issue 2 (2016), pp. 307-360",2016 Utah L. Rev. 307 (2016),4,na,19,na
Predictors of Municipal Bankruptcies and State Intervention Programs: An Exploratory Study [article],"Coordes, Laura N. (Cited 20 times); Reilly, Thom (Cited 4 times)",1616,"Kentucky Law Journal, Vol. 105, Issue 3 (2016-2017), pp. 493-562",105 Ky. L.J. 493 (2016-2017),2,na,7,na
Gatekeepers Gone Wrong: Reforming the Chapter 9 Eligibility Rules [article],"Coordes, Laura N. (Cited 20 times)",1616,"Washington University Law Review, Vol. 94, Issue 5 (2017), pp. 1191-1248",94 Wash. U. L. Rev. 1191 (2016-2017),2,na,15,na
Formalizing Chapter 9's Experts [article],"Coordes, Laura N. (Cited 20 times)",1616,"Michigan Law Review, Vol. 116, Issue 7 (May 2018), pp. 1249-1296",116 Mich. L. Rev. 1249 (2017-2018),1,na,22,na
New Rules for a New World: How Technology and Globalization Shape Bankruptcy Venue Decisions [article],"Coordes, Laura N. (Cited 20 times)",1616,"Asper Review of International Business and Trade Law, Vol. 17, pp. 85-110",17 Asper Rev. Int'l Bus. & Trade L. 85 (2017),na,na,34,na
When Borders Dissolve [article],"Coordes, Laura N. (Cited 20 times)",1616,"Chicago-Kent Law Review, Vol. 93, Issue 3 (2018), pp. 649-676",na,na,na,17,na
