Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Domestic Violence in Ghana: The Open Secret [notes],"Cantalupo, Nancy (Cited 3 times); Martin, Lisa Vollendorf (Cited 41 times); Pak, Kay (Cited 3 times); Shin, Sue (Cited 3 times)",6719,"Georgetown Journal of Gender and the Law, Vol. 7, Special Issue (2006), pp. 531-598",na,3,na,44,na
