Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Preventive Adjudication [article],"Bray, Samuel L. (Cited 225 times)",4368,"University of Chicago Law Review, Vol. 77, Issue 3 (Summer 2010), pp. 1275-1334",77 U. Chi. L. Rev. 1275 (2010),29,2,12,na
The Supreme Court and the New Equity [article],"Bray, Samuel L. (Cited 225 times)",4368,"Vanderbilt Law Review, Vol. 68, Issue 4 (May 2015), pp. 997-1054",68 Vand. L. Rev. 997 (2015),29,1,79,na
The System of Equitable Remedies [article],"Bray, Samuel L. (Cited 225 times)",4368,"UCLA Law Review, Vol. 63, Issue 3 (2016), pp. 530-593",63 UCLA L. Rev. 530 (2016),27,3,136,na
Not Proven: Introducing a Third Verdict [comments],"Bray, Samuel L. (Cited 225 times)",4368,"University of Chicago Law Review, Vol. 72, Issue 4 (Fall 2005), pp. 1299-1330",na,26,1,31,na
The Myth of the Mild Declaratory Judgment [article],"Bray, Samuel L. (Cited 225 times)",4368,"Duke Law Journal, Vol. 63, Issue 5 (February 2014), pp. 1091-1152",63 Duke L.J. 1091 (2013-2014),26,na,27,na
Multiple Chancellors: Reforming the National Injunction [article],"Bray, Samuel L. (Cited 225 times)",4368,"Harvard Law Review, Vol. 131, Issue 2 (December 2017), pp. 417-482",131 Harv. L. Rev. 417 (2017-2018),24,19,175,na
Necessary and Proper and Cruel and Unusual: Hendiadys in the Constitution [article],"Bray, Samuel L. (Cited 225 times)",4368,"Virginia Law Review, Vol. 102, Issue 3 (May 2016), pp. 687-764",102 Va. L. Rev. 687 (May 2016),17,na,29,na
Power Rules [article],"Bray, Samuel L. (Cited 225 times)",4368,"Columbia Law Review, Vol. 110, Issue 4 (May 2010), pp. 1172-1192",na,16,na,6,na
Announcing Remedies [article],"Bray, Samuel L. (Cited 225 times)",4368,"Cornell Law Review, Vol. 97, Issue 4 (May 2012), pp. 753-800",97 Cornell L. Rev. 753 (2011-2012),14,2,11,na
"A Little Bit of Laches Goes a Long Way: Notes on Petrella v. Metro-Goldwyn-Mayer, Inc. [article]","Bray, Samuel L. (Cited 225 times)",4368,"Vanderbilt Law Review En Banc, Vol. 67, pp. 1-18",67 Vand. L. Rev. En Banc 1 (2014),10,na,14,na
"Remedies, Meet Economics; Economics, Meet Remedies [article]","Bray, Samuel L. (Cited 225 times)",4368,"Oxford Journal of Legal Studies, Vol. 38, Issue 1 (Spring 2018), pp. 71-89",na,1,na,na,na
The Future of Qualified Immunity [article],"Bray, Samuel L. (Cited 225 times)",4368,"Notre Dame Law Review, Vol. 93, Issue 5 (May 2018), pp. 1793-1796",na,na,2,29,na
