Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Culture of Compliance: The Final Triumph of Form over Substance in Sexual Harassment Law [article],"Grossman, Joanna L. (Cited 550 times)",3095,"Harvard Women's Law Journal, Vol. 26, pp. 3-76",26 Harv. Women's L.J. 3 (2003),84,5,75,na
The Failure of Title VII as a Rights-Claiming System [article],"Brake, Deborah L. (Cited 584 times); Grossman, Joanna L. (Cited 550 times)",3095,"North Carolina Law Review, Vol. 86, Issue 4 (May 2008), pp. 859-936",86 N.C. L. Rev. 859 (2007-2008),70,1,22,na
"Pregnancy, Work, and the Promise of Equal Citizenship [article]","Grossman, Joanna L. (Cited 550 times)",3095,"Georgetown Law Journal, Vol. 98, Issue 3 (March 2010), pp. 567-628",98 Geo. L.J. 567 (2009-2010),48,na,48,na
Resurrecting Comity: Revisiting the Problem of Non-Uniform Marriage Laws [article],"Grossman, Joanna L. (Cited 550 times)",3095,"Oregon Law Review, Vol. 84, Issue 2 (2005), pp. 433-488",84 Or. L. Rev. 433 (2005),46,1,9,na
Job Security without Equality: The Family and Medical Leave Act of 1993 [article],"Grossman, Joanna L. (Cited 550 times)",3095,"Washington University Journal of Law & Policy, Vol. 15, pp. 17-64",na,45,na,39,na
Women's Jury Service: Right of Citizenship or Privilege of Difference [notes],"Grossman, Joanna L. (Cited 550 times)",3095,"Stanford Law Review, Vol. 46, Issue 5 (May 1994), pp. 1115-1160",na,36,2,15,na
Making Pregnancy Work: Overcoming the Pregnancy Discrimination Act's Capacity-Based Model [article],"Grossman, Joanna L. (Cited 550 times); Thomas, Gillian L. (Cited 33 times)",3095,"Yale Journal of Law and Feminism, Vol. 21, Issue 1 (2009), pp. 15-50",na,33,na,67,na
The New Illegitimacy: Tying Parentage to Marital Status for Lesbian Co-Parents [article],"Grossman, Joanna L. (Cited 550 times)",3095,"American University Journal of Gender, Social Policy & the Law, Vol. 20, Issue 3 (2012), pp. 671-720",na,23,na,5,na
The First Bite is Free: Employer Liability for Sexual Harassment [article],"Grossman, Joanna L. (Cited 550 times)",3095,"University of Pittsburgh Law Review, Vol. 61, Issue 3 (Spring 2000), pp. 671-740",61 U. Pitt. L. Rev. 671 (1999-2000),20,1,19,na
Unprotected Sex: The Pregnancy Discrimination Act at 35 [article],"Brake, Deborah L. (Cited 584 times); Grossman, Joanna L. (Cited 550 times)",3095,"Duke Journal of Gender Law & Policy, Vol. 21, Issue 1 (2013), pp. 67-124",21 Duke J. Gender L. & Pol'y 67 (2013-2014),19,na,41,na
