Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Inferences from Litigated Cases [article],"Klerman, Daniel (Cited 300 times); Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Journal of Legal Studies, Vol. 43, Issue 2 pt. 1 (June 2014), pp. 209-248",na,18,na,na,na
The Efficiency Criterion for Securities Regulation: Investor Welfare or Total Surplus [article],"Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Arizona Law Review, Vol. 57, Issue 1 (2015), pp. 85-128",57 Ariz. L. Rev. 85 (2015),12,na,19,na
An Options Approach to Agency Rulemaking [comments],"Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Administrative Law Review, Vol. 65, Issue 4 (Fall 2013), pp. 881-944",na,11,na,5,na
The Economics of Regulatory Reform: Termination of Airline Computer Reservation System Rules [article],"Alexander, Cindy R. (Cited 124 times); Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Yale Journal on Regulation, Vol. 21, Issue 2 (Summer 2004), pp. 369-440",21 Yale J. on Reg 369 (2004),6,na,6,na
Beyond Agency Core Mission [article],"Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Administrative Law Review, Vol. 68, Issue 4 (Fall 2016), pp. 551-604",68 Admin. L. Rev. 551 (2016),4,na,17,na
Consumer Mistakes in the Mortgage Market: Choosing Unwisely versus Not Switching Wisely [article],"Lee, Yoon-Ho Alex (Cited 59 times); Ko, K. Jeremy (Cited 3 times)",7231,"University of Pennsylvania Journal of Business Law, Vol. 14, Issue 2 (Winter 2012), pp. 417-462",14 U. Pa. J. Bus. L. 417 (2011-2012),3,na,6,na
Criminal Jurisdiction under the U.S.-Korea Status of Forces Agreement: Problems to Proposals [article],"Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Journal of Transnational Law & Policy, Vol. 13, Issue 1 (Fall 2003), pp. 213-250",13 J. Transnat'l L. & Pol'y 213 (2003-2004),2,na,6,na
Non-Prosecution of Corporations: Toward a Model of Cooperation and Leniency [article],"Alexander, Cindy R. (Cited 124 times); Lee, Yoon-Ho Alex (Cited 59 times)",7231,"North Carolina Law Review, Vol. 96, Issue 3 (March 2018), pp. 859-902",na,1,na,47,na
Litigation and Selection with Correlated Two-Sided Incomplete Information [article],"Klerman, Daniel (Cited 300 times); Lee, Yoon-Ho Alex (Cited 59 times); Liu, Lawrence",7231,"American Law and Economics Review, Vol. 20, Issue 2 (Fall 2018), pp. 382-459",na,na,na,na,na
Law Teaching as a Christian Experience [article],"Lee, Yoon-Ho Alex (Cited 59 times)",7231,"Journal of Christian Legal Thought, Vol. 5, Issue 1 (Summer 2015), pp. 6-8",5 J. Christian Legal Thought 6 (2015),na,na,1,na
