Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Constitutional Decision Rules [article],"Berman, Mitchell N. (Cited 1319 times)",42,"Virginia Law Review, Vol. 90, Issue 1 (March 2004), pp. 1-168",90 Va. L. Rev. 1 (2004),246,na,na,na
Originalism is Bunk [article],"Berman, Mitchell N. (Cited 1319 times)",42,"New York University Law Review , Vol. 84, Issue 1 (April 2009), pp. 1-96",84 N.Y.U. L. Rev. 1 (2009),176,na,68,na
"Getting off the Dole: Why the Court Should Abandon Its Spending Doctrine, and How a Too-Clever Congress Could Provoke It to Do So [article]","Baker, Lynn A. (Cited 3145 times); Berman, Mitchell N. (Cited 1319 times)",42,"Indiana Law Journal, Vol. 78, Issue 1 (Winter/Spring 2003), pp. 459-542",na,142,4,5,na
Coercion without Baselines: Unconstitutional Conditions in Three Dimensions [article],"Berman, Mitchell N. (Cited 1319 times)",42,"Georgetown Law Journal, Vol. 90, Issue 1 (November 2001), pp. 1-112",90 Geo. L.J. 1 (November 2001),121,na,43,na
State Accountability for Violations of Intellectual Property Rights: How to Fix Florida Prepaid (and How Not To) [article],"Berman, Mitchell N. (Cited 1319 times); Reese, R. Anthony (Cited 855 times); Young, Ernest A. (Cited 2834 times)",42,"Texas Law Review, Vol. 79, Issue 5 (April 2001), pp. 1037-1198",79 Tex. L. Rev. 1037 (April 2001),71,na,8,na
Managing Gerrymandering [article],"Berman, Mitchell N. (Cited 1319 times)",42,"Texas Law Review, Vol. 83, Issue 3 (February 2005), pp. 781-854",83 Tex L. Rev. 781 (February 2005),61,23,61,na
Regulating Violence on Television [article],"Edwards, Harry T. (Cited 3588 times); Berman, Mitchell N. (Cited 1319 times)",42,"Northwestern University Law Review, Vol. 89, Issue 4 , pp. 1487-1566",89 Nw. U. L. Rev. 1487 (1994-1995),56,3,9,na
"Justification and Excuse, Law and Morality [article]","Berman, Mitchell N. (Cited 1319 times)",42,"Duke Law Journal, Vol. 53, Issue 1 (October 2003), pp. 1-78",53 Duke L.J. 1 (October 2003),48,na,50,na
Commercial Speech and the Unconstitutional Conditions Doctrine: A Second Look at the Greater Includes the Lesser [article],"Berman, Mitchell N. (Cited 1319 times)",42,"Vanderbilt Law Review, Vol. 55, Issue 3 (April 2002), pp. 693-796",55 Vand. L. Rev. 693 (2002),40,1,6,na
Originalism and Its Discontents (Plus a thought or Two about Abortion) [article],"Berman, Mitchell N. (Cited 1319 times)",42,"Constitutional Commentary, Vol. 24, Issue 2 (Summer 2007), pp. 383-404",24 Const. Comment. 383 (2007),38,na,14,na
The Evidentiary Theory of Blackmail: Taking Motives Seriously [article],"Berman, Mitchell N. (Cited 1319 times)",42,"University of Chicago Law Review, Vol. 65, Issue 3 (Summer 1998), pp. 795-878",65 U. Chi. L. Rev. 795 (Summer 1998),37,na,10,na
