Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Happiness and Punishment [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan (Cited 211 times)",2361,"University of Chicago Law Review, Vol. 76, Issue 3 (Summer 2009), pp. 1037-1082",76 U. Chi. L. Rev. 1037 (2009),61,1,26,na
Hedonic Adaptation and the Settlement of Civil Lawsuits [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher J. (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",2361,"Columbia Law Review , Vol. 108, Issue 6 (October 2008), pp. 1516-1550",na,61,na,31,na
Valuing Intellectual Property: An Experiment [article],"Buccafusco, Christopher (Cited 590 times); Sprigman, Christopher (Cited 713 times)",2361,"Cornell Law Review, Vol. 96, Issue 1 (November 2010), pp. 1-46",96 Cornell L. Rev. 1 (2010-2011),60,na,81,na
The Creativity Effect [article],"Buccafusco, Christopher (Cited 590 times); Sprigman, Christopher Jon (Cited 125 times)",2361,"University of Chicago Law Review, Vol. 78, Issue 1 (Winter 2011), pp. 31-52",na,55,na,39,na
On the Legal Consequences of Sauces: Should Thomas Keller's Recipes Be Per Se Copyrightable [article],"Buccafusco, Christopher J. (Cited 590 times)",2361,"Cardozo Arts & Entertainment Law Journal, Vol. 24, Issue 3 (2007), pp. 1121-1156",24 Cardozo Arts & Ent. L.J. 1121 (2006-2007),47,na,29,na
Well-Being Analysis vs. Cost-Benefit Analysis [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",2361,"Duke Law Journal, Vol. 62, Issue 8 (May 2013), pp. 1603-1690",na,47,na,56,na
Welfare as Happiness [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",2361,"Georgetown Law Journal, Vol. 98, Issue 6 (August 2010), pp. 1583-1642",98 Geo. L.J. 1583 (2009-2010),37,na,19,na
Experimental Tests of Intellectual Property Laws' Creativity Thresholds [article],"Buccafusco, Christopher (Cited 590 times); Burns, Zachary C. (Cited 33 times); Fromer, Jeanne C. (Cited 736 times); Sprigman, Christopher Jon (Cited 125 times)",2361,"Texas Law Review, Vol. 92, Issue 7 (June 2014), pp. 1921-1980",na,32,na,18,na
Retribution and the Experience of Punishment [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",2361,"California Law Review, Vol. 98, Issue 5 (October 2010), pp. 1463-1496",98 Calif. L. Rev. 1463 (2010),22,na,28,na
What's a Name Worth: Experimental Tests of the Value of Attribution in Intellectual Property [article],"Sprigman, Christopher Jon (Cited 125 times); Buccafusco, Christopher (Cited 590 times); Burns, Zachary (Cited 21 times)",2361,"Boston University Law Review, Vol. 93, Issue 4 (July 2013), pp. 1389-1436",93 B.U. L. Rev. 1389 (2013),21,na,20,na
Do Bad Things Happen When Works Enter the Public Domain: Empirical Tests of Copyright Term Extension [article],"Buccafusco, Christopher (Cited 590 times); Heald, Paul J. (Cited 746 times)",2361,"Berkeley Technology Law Journal, Vol. 28, Issue 1 (Spring 2013), pp. 1-44",28 Berkeley Tech. L.J. 1 (2013),21,na,22,na
