Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Roundtable Discussion: Religious Organizations Filing for Bankruptcy [comments],"Laycock, Douglas (Cited 5052 times); Lipson, Jonathan (Cited 6 times); Peterman, Nancy (Cited 6 times); Phelan, Robin (Cited 6 times); Skeel, David (Cited 82 times); Gerdano, Samuel J.",4946,"American Bankruptcy Institute Law Review, Vol. 13, Issue 1 (Spring 2005), pp. 25-58",na,6,na,7,na
