Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Guns as Smut: Defending the Home-Bound Second Amendment [article],"Miller, Darrell A. H. (Cited 283 times)",2712,"Columbia Law Review , Vol. 109, Issue 6 (October 2009), pp. 1278-1356",109 Colum. L. Rev. 1278 (2009),72,2,39,na
"Guns, Inc.: Citizens United, McDonald, and the Future of Corporate Constitutional Rights [article]","Miller, Darrell A. H. (Cited 283 times)",2712,"New York University Law Review, Vol. 86, Issue 4 (October 2011), pp. 887-957",86 N.Y.U. L. Rev. 887 (2011),66,6,56,na
"Text, History, and Tradition: What the Seventh Amendment Can Teach Us about the Second [article]","Miller, Darrell A. H. (Cited 283 times)",2712,"Yale Law Journal, Vol. 122, Issue 4 (Janaury 2013), pp. 852-939",122 Yale L. J. 852 (2012-2013),39,1,28,na
"White Cartels, the Civil Rights Act of 1866, and the History of Jones v. Alfred H. Mayer Co. [article]","Miller, Darrell A. H. (Cited 283 times)",2712,"Fordham Law Review, Vol. 77, Issue 3 (December 2008), pp. 999-1050",77 Fordham L. Rev. 999 (2008-2009),25,na,20,na
Iqbal and Empathy [comments],"Miller, Darrell A. H. (Cited 283 times)",2712,"UMKC Law Review, Vol. 78, Issue 4 (Summer 2010), pp. 999-1014",na,16,na,11,na
Retail Rebellion and the Second Amendment [article],"Miller, Darrell A. H. (Cited 283 times)",2712,"Indiana Law Journal, Vol. 86, Issue 3 (Summer 2011), pp. 939-978",86 Ind. L.J. 939 (Summer 2011),14,8,11,na
"What Is Gun Control: Direct Burdens, Incidental Burdens, and the Boundaries of the Second Amendment [article]","Blocher, Joseph (Cited 625 times); Miller, Darrell A. H. (Cited 283 times)",2712,"University of Chicago Law Review, Vol. 83, Issue 1 (Winter 2016), pp. 295-356",83 U. Chi. L. Rev. 295 (2016),13,na,na,na
The Thirteenth Amendment and the Regulation of Custom [article],"Miller, Darrell A. H. (Cited 283 times)",2712,"Columbia Law Review, Vol. 112, Issue 7 (November 2012), pp. 1811-1854",na,9,1,na,na
"Peruta, the Home-Bound Second Amendment, and Fractal Originalism [article]","Miller, Darrell A. H. (Cited 283 times)",2712,"Harvard Law Review Forum, Vol. 127, pp. 238-242",127 Harv. L. Rev. F. 238 (2013-2014),6,na,7,na
Racial Cartels and the Thirteenth Amendment Enforcement Power [article],"Miller, Darrell A. H. (Cited 283 times)",2712,"Kentucky Law Journal, Vol. 100, Issue 1 (2011-2012), pp. 23-42",100 Ky. L.J. 23 (2011-2012),5,na,41,na
"State Domas, Neutral Principles, and the Mobius of State Action [comments]","Miller, Darrell A. H. (Cited 283 times)",2712,"Temple Law Review, Vol. 81, Issue 4 (Winter 2008), pp. 967-994",na,4,na,na,na
The Stain of Slavery: Notes Toward an Attainder Theory of the Thirteenth Amendment [notes],"Miller, Darrell A. H. (Cited 283 times)",2712,"University of Toledo Law Review, Vol. 38, Issue 3 (Spring 2007), pp. 1011-1036",na,4,na,7,na
"Self-Defense, Defense of Others, and the State [article]","Miller, Darrell A. H. (Cited 283 times)",2712,"Law and Contemporary Problems, Vol. 80, Issue 2 (2017), pp. 85-102",na,3,na,62,na
Institutions and the Second Amendment [article],"Miller, Darrell A. H. (Cited 283 times)",2712,"Duke Law Journal, Vol. 66, Issue 1 (October 2016), pp. 69-120",66 Duke L.J. 69 (2016-2017),1,2,25,na
The Second Generation of Second Amendment Law & Policy [comments],"Ruben, Eric M. (Cited 14 times); Miller, Darrell A. H. (Cited 283 times)",2712,"Law and Contemporary Problems, Vol. 80, Issue 2 (2017), pp. 1-10",na,1,na,22,na
Analogies and Institutions in the First and Second Amendments: A Response to Professor Magarian [comments],"Miller, Darrell A. H. (Cited 283 times)",2712,"Texas Law Review See Also, Vol. 91, pp. 137-151",na,1,na,3,na
Romanticism Meets Realism in Second Amendment Adjudication [article] *new*,"Miller, Darrell A. H. (Cited 283 times)",2712,"Duke Law Journal Online, Vol. 68, pp. 33-40",68 Duke L.J. Online 33 (2018-2019),1,na,na,na
A Short Reply to Professor Volokh [comments],"Miller, Darrell A. H. (Cited 283 times)",2712,"Columbia Law Review Sidebar, Vol. 109, pp. 105-106",na,na,na,3,na
Comments on an Amendment to Repeal the Natural Born Citizen Clause [comments],"Miller, Darrell A. H. (Cited 283 times)",2712,"Duke Journal of Constitutional Law & Public Policy, Vol. 13, Issue 2 (Spring 2018), pp. 77-82",13 Duke J. Const. L. & Pub. Pol'y 77 (2017-2018),na,na,8,na
Second Amendmnet Traditionalism and Desuetude [article],"Miller, Darrell A. H. (Cited 283 times)",2712,"Georgetown Journal of Law & Public Policy, Vol. 14, Issue 1 (Winter 2016), pp. 223-232",na,na,na,17,na
"Dignity and Second Amendment Enforcement - Response to William D. Araiza's, Arming the Second Amendment and Enforcing the Fourteenth [article]","Miller, Darrell A. H. (Cited 283 times)",2712,"Washington and Lee Law Review Online, Vol. 74, pp. 438-449",74 Wash. & Lee L. Rev. Online 438 (2017-2018),na,na,1,na
