Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Rethinking the Interest-Convergence Thesis [article],"Driver, Justin (Cited 182 times)",8673,"Northwestern University Law Review, Vol. 105, Issue 1 (Winter 2011), pp. 149-198",105 Nw. U. L. Rev. 149 (2011),41,na,48,na
The Consensus Constitution [article],"Driver, Justin (Cited 182 times)",8673,"Texas Law Review, Vol. 89, Issue 4 (March 2011), pp. 755-832",89 Tex. L. Rev. 755 (2010-2011),34,na,19,na
Recognizing Race [article],"Driver, Justin (Cited 182 times)",8673,"Columbia Law Review, Vol. 112, Issue 2 (March 2012), pp. 404-458",na,21,na,na,na
Constitutional Outliers [article],"Driver, Justin (Cited 182 times)",8673,"University of Chicago Law Review, Vol. 81, Issue 3 (Spring 2014), pp. 929-998",81 U. Chi. L. Rev. 929 (2014),18,na,24,na
Supremacies and the Southern Manifesto [article],"Driver, Justin (Cited 182 times)",8673,"Texas Law Review, Vol. 92, Issue 5 (April 2014), pp. 1053-1136",92 Tex. L. Rev. 1053 (April 2014),17,na,49,na
The Constitutional Conservatism of the Warren Court [article],"Driver, Justin (Cited 182 times)",8673,"California Law Review, Vol. 100, Issue 5 (October 2012), pp. 1101-1168",100 Calif. L. Rev. 1101 (2012),11,na,18,na
"Rules, the New Standards: Partisan Gerrymandering and Judicial Manageability after Vieth v. Jubelirer [article]","Driver, Justin (Cited 182 times)",8673,"George Washington Law Review, Vol. 73, Issues 5 and 6 (August 2005), pp. 1166-1192",na,9,na,15,na
The Significance of the Frontier in American Constitutional Law [article],"Driver, Justin (Cited 182 times)",8673,"Supreme Court Review, Vol. 2011, pp. 345-398",2011 Sup. Ct. Rev. 345 (2011),9,na,10,na
Judicial Inconsistency as Virtue: The Case of Justice Stevens [article],"Driver, Justin (Cited 182 times)",8673,"Georgetown Law Journal, Vol. 99, Issue 5 (June 2011), pp. 1263-1278",na,7,na,7,na
Underenfranchisement: Black Voters and the Presidential Nomination Process [notes],"Driver, Justin (Cited 182 times)",8673,"Harvard Law Review, Vol. 117, Issue 7 (May 2004), pp. 2318-2340",na,6,na,na,na
Reactionary Rhetoric and Liberal Legal Academia [article],"Driver, Justin (Cited 182 times)",8673,"Yale Law Journal, Vol. 123, Issue 8 (June 2014), pp. 2616-2643",na,4,na,8,na
Public Schools and the U.S. Supreme Court [article] *new*,"Driver, Justin (Cited 182 times)",8673,"Insights on Law and Society, Vol. 19, Issue 2 (2019), pp. [10]-[20]",na,na,na,na,na
The Keyes of Constitutional Law [article],"Driver, Justin (Cited 182 times)",8673,"California Law Review, Vol. 106, Issue 6 (December 2018), pp. 1931-1944",na,na,na,na,na
