Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Racially Based Jury Nullification: Black Power in the Criminal Justice System [article],"Butler, Paul (Cited 981 times)",7451,"Yale Law Journal, Vol. 105, Issue 3 (December 1995), pp. 677-726",na,461,5,675,na
Poor People Lose: Gideon and the Critique of Rights [article],"Butler, Paul D. (Cited 981 times)",7451,"Yale Law Journal, Vol. 122, Issue 8 (June 2013), pp. 2176-2205",122 Yale L. J. 2176 (2012-2013),67,na,124,na
Much Respect: Toward a Hip-Hop Theory of Punishment [article],"Butler, Paul (Cited 981 times)",7451,"Stanford Law Review, Vol. 56, Issue 5 (April 2004), pp. 983-1016",na,59,na,156,na
Affirmative Action and the Criminal Law [article],"Butler, Paul (Cited 981 times)",7451,"University of Colorado Law Review, Vol. 68, Issue 4 (1997), pp. 841-890",na,54,na,44,na
"Retribution, for Liberals [article]","Butler, Paul (Cited 981 times)",7451,"UCLA Law Review, Vol. 46, Issue 6 (August 1999), pp. 1873-1894",na,42,na,32,na
The System Is Working the Way It Is Supposed to: The Limits of Criminal Justice Reform [article],"Butler, Paul (Cited 981 times)",7451,"Georgetown Law Journal, Vol. 104, Issue 6 (August 2016), pp. 1419-1478",104 Geo. L.J. 1419 (August 2016),41,na,230,na
The Evil of American Criminal Justice: A Reply [comments],"Butler, Paul (Cited 981 times)",7451,"UCLA Law Review, Vol. 44, Issue 1 (October 1996), pp. 143-158",na,35,na,17,na
By Any Means Necessary: Using Violence and Subversion to Change Unjust Law [article],"Butler, Paul (Cited 981 times)",7451,"UCLA Law Review, Vol. 50, Issue 3 (February 2003), pp. 721-774",50 UCLA L. Rev. 721 (2002-2003),28,na,47,na
Starr is to Clinton as Regular Prosecutors are to Blacks [article],"Butler, Paul (Cited 981 times)",7451,"Boston College Law Review, Vol. 40, Issue 3 (May 1999), pp. 705-716",40 B.C. L. Rev. 705 (1998-1999),27,na,12,na
When Judges Lie (and When They Should) [article],"Butler, Paul (Cited 981 times)",7451,"Minnesota Law Review, Vol. 91, Issue 6 (June 2007), pp. 1785-1828",91 Minn. L. Rev. 1785 (2006-2007),26,1,19,na
The White Fourth Amendment [article],"Butler, Paul (Cited 981 times)",7451,"Texas Tech Law Review, Vol. 43, Issue 1 (Fall 2010), pp. 245-254",na,26,1,41,na
Race-Based Jury Nullification: Case-In-Chief [article],"Butler, Paul D. (Cited 981 times)",7451,"John Marshall Law Review, Vol. 30, Issue 4 (Summer 1997), pp. 911-922",na,20,na,33,na
Stop and Frisk and Torture-Lite: Police Terror of Minority Communities [article],"Butler, Paul (Cited 981 times)",7451,"Ohio State Journal of Criminal Law, Vol. 12, Issue 1 (Fall 2014), pp. 57-70",na,19,na,182,na
The Case for Trials: Considering the Intangibles [article],"Butler, Paul (Cited 981 times)",7451,"Journal of Empirical Legal Studies, Vol. 1, Issue 3 (2004), pp. 627-636",1 J. Empirical Legal Stud. 627 (2004),16,1,6,na
"Rehnquist, Racism, and Race Jurisprudence [article]","Butler, Paul (Cited 981 times)",7451,"George Washington Law Review, Vol. 74, Issue 5 (August 2006), pp. 1019-1042",na,15,na,17,na
One Hundred Years of Race and Crime [article],"Butler, Paul (Cited 981 times)",7451,"Journal of Criminal Law & Criminology , Vol. 100, Issue 3 (Summer 2010), pp. 1043-1060",na,15,na,39,na
A Long Step down the Totalitarian Path: Justice Douglas's Great Dissent in Terry v. Ohio [article],"Butler, Paul (Cited 981 times)",7451,"Mississippi Law Journal, Vol. 79, Issue 1 (Fall 2009), pp. 9-34",na,12,na,14,na
Should Radicals Be Judges [article],"Butler, Paul (Cited 981 times)",7451,"Hofstra Law Review, Vol. 32, Issue 4 (Summer 2004), pp. 1203-1214",na,5,na,6,na
"Foreword: Terrorism and Utilitarianism: Lessons from, and for, Criminal Law [comments]","Butler, Paul (Cited 981 times)",7451,"Journal of Criminal Law and Criminology, Vol. 93, Issue 1 (Fall 2002), pp. 1-22",na,5,na,28,na
Blogging at Blackprof [article],"Butler, Paul (Cited 981 times)",7451,"Washington University Law Review, Vol. 84, Issue 5 (2006), pp. 1101-1104",na,4,na,na,na
Equal Protection and White Supremacy [article],"Butler, Paul (Cited 981 times)",7451,"Northwestern University Law Review, Vol. 112, Issue 6 (2018), pp. 1457-1464",na,3,na,44,na
Race-Based Jury Nullification: Surrebuttal [article],"Butler, Paul D. (Cited 981 times)",7451,"John Marshall Law Review, Vol. 30, Issue 4 (Summer 1997), pp. 933-936",na,2,na,12,na
An Ethos of Lying [article],"Butler, Paul (Cited 981 times)",7451,"University of the District of Columbia David A. Clarke School of Law Law Review, Vol. 8, pp. 269-274",na,1,na,23,na
In Defense of Jury Nullification [article],"Butler, Paul (Cited 981 times)",7451,"Litigation, Vol. 31, Issue 1 (Fall 2004), pp. 46-69",na,1,na,33,na
Editors' Foreword [comments],"Butler, Paul (Cited 981 times); da Silva, Luiza Osorio G.",7451,"Brown Journal of World Affairs, Vol. 24, Issue 1 (Fall/Winter 2017), pp. iii-vi",na,na,na,na,na
Contempt and Executive Power to Pardon [article],"Butler, Paul (Cited 981 times)",7451,"Notre Dame Lawyer, Vol. 4, Issue 7 (April 1929), pp. 443-447",4 Notre Dame Law. 443 (1928-1929),na,na,2,na
