Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Duress, Demanding Heroism, and Proportionality [article]","Chiesa, Luis E. (Cited 66 times)",6611,"Vanderbilt Journal of Transnational Law, Vol. 41, Issue 3 (May 2008), pp. 741-774",41 Vand. J. Transnat'l L. 741 (2008),13,na,38,na
"Why Is It a Crime to Stomp on a Goldfish - Harm, Victimhood and the Structure of Anti-Cruelty Offenses [article]","Chiesa, Luis E. (Cited 66 times)",6611,"Mississippi Law Journal, Vol. 78, Issue 1 (Fall 2008), pp. 1-68",78 Miss. L.J. 1 (2008-2009),13,5,31,na
Punishing without Free Will [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Utah Law Review, Vol. 2011, Issue 4 (2011), pp. 1403-1460",2011 Utah L. Rev. 1403 (2011),10,na,39,na
Consent is Not a Defense to Battery: A Reply to Professor Bergelson [comments],"Chiesa, Luis E. (Cited 66 times)",6611,"Ohio State Journal of Criminal Law, Vol. 9, Issue 1 (Fall 2011), pp. 195-208",na,5,na,41,na
"Beyond War: Bin Laden, Escobar, and the Justification of Targeted Killing [article]","Chiesa, Luis E. (Cited 66 times); Greenawalt, Alexander K. A. (Cited 140 times)",6611,"Washington and Lee Law Review, Vol. 69, Issue 3 (Summer 2012), pp. 1371-1470",69 Wash. & Lee L. Rev. 1371 (2012),4,na,16,na
When an Offense is Not an Offense: Rethinking the Supreme Court's Reasonable Doubt Jurisprudence [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Creighton Law Review, Vol. 44, Issue 3 (2011), pp. 647-704",44 Creighton L. Rev. 647 (2010-2011),3,na,2,na
Outsiders Looking in: The American Legal Discourse of Exclusion [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Rutgers Journal of Law and Public Policy, Vol. 5, Issue 2 (Spring 2008), pp. 283-316",na,3,na,1,na
Of Persons and the Criminal Law: (Second Tier) Personhood as a Prerequisite for Victimhood [notes],"Chiesa, Luis E. (Cited 66 times)",6611,"Pace Law Review, Vol. 28, Issue 4 (Summer 2008), pp. 759-782",na,3,na,4,na
The Rise of Spanish and Latin American Criminal Theory [article],"Chiesa, Luis E. (Cited 66 times)",6611,"New Criminal Law Review, Vol. 11, Issue 3 (Summer 2008), pp. 363-383",11 New Crim. L. Rev. 363 (2008),2,na,3,na
Actmissions [article],"Chiesa, Luis E. (Cited 66 times)",6611,"West Virginia Law Review, Vol. 116, Issue 2 (Winter 2013), pp. 583-618",116 W. Va. L. Rev. 583 (Fall 2013),2,na,3,na
Animal Rights Unraveled: Why Abolitionism Collapses into Welfarism and What It Means for Animal Ethics [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Georgetown Environmental Law Review, Vol. 28, Issue 4 (2016), pp. 557-588",28 Geo. Envtl. L. Rev. 557 (2015-2016),2,na,na,na
Beyond Torture: The Nemo Tenetur Principle in Borderline Cases [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Boston College Third World Law Journal , Vol. 30, Issue 1 (Winter 2010), pp. 35-66",30 B.C. Third World L.J. 35 (2010),1,na,4,na
The Evil Waiter Case [article],"Chiesa, Luis E. (Cited 66 times)",6611,"University of Miami Law Review, Vol. 69, Issue 1 (Fall 2014), pp. 161-192",69 U. Miami L. Rev. 161 (2014-2015),1,na,5,na
Reassessing Professor Dressler's Plea for Complicity Reform: Lessons from Civil Law Jurisdictions [article],"Chiesa, Luis E. (Cited 66 times)",6611,"New England Journal on Criminal and Civil Confinement, Vol. 40, Issue 1 (Winter 2014), pp. 1-20",40 New Eng. J. on Crim. & Civ. Confinement 1 (2014),1,na,10,na
Solving the Riddle of Rape-by-Deception [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Yale Law & Policy Review, Vol. 35, Issue 2 (Spring 2017), pp. 407-460",35 Yale L. & Pol'y Rev. 407 (Spring 2017),1,na,37,na
Autores y Cooperadores [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Revista Juridica Universidad de Puerto Rico, Vol. 79, Issue 4 (2010), pp. 1163-1188",na,na,na,10,na
Derecho Penal Sustantivo [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Revista Juridica Universidad de Pureto Rico, Vol. 81, Issue 2 (2012), pp. 343-372",na,na,na,3,na
Mas Alla de la Tortura: El Principio Nemo Tenetur en Casos Limite [article],"Chiesa, Luis E. (Cited 66 times)",6611,"Revista Juridica de la Universidad Interamericana de Puerto Rico, Vol. 43, Issue 1 (September-December 2008), pp. 97-120",43 Rev. Juridica U. Inter. P.R. 97 (2008-2009),na,na,11,na
Foreword [comments],"Chiesa, Luis E. (Cited 66 times)",6611,"Pace Law Review, Vol. 28, Issue 4 (Summer 2008), pp. 617-622",na,na,na,4,na
Mens Rea in Comparative Perspective [notes],"Chiesa, Luis E. (Cited 66 times)",6611,"Marquette Law Review, Vol. 102, Issue 2 (Winter 2018), pp. 575-604",na,na,na,na,na
