Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Technology and the Future of Privacy [article],"Sorkin, David E. (Cited 128 times); Bartow, Anne; Gurwin, Robert S.; Long, Doris Estelle (Cited 167 times)",4247,"John Marshall Journal of Computer and Information Law, Vol. 29, Issue 3 (Spring/Summer 2012), pp. 379-404",29 J. Marshall J. Computer & Info. L. 379 (2011-2012),"Privacy, Technology, Law Enforcement and Corrections, Court of Justice of the European Union, European Union",na,na,10
