Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Diversifying to Mitigate Risk: Can Dodd-Frank Section 342 Help Stabilize the Financial Sector [article],"Johnson, Kristin (Cited 13 times); Ramirez, Steven A. (Cited 667 times); Shelby, Cary Martin (Cited 42 times)",3590,"Washington and Lee Law Review, Vol. 73, Issue 4 (Fall 2016), pp. 1795-1868",73 Wash. & Lee L. Rev. 1795 (2016),"Securities, Banking, Gender",13,na,30
