Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
"Executive Disorder: The Muslim Ban, Emergency Advocacy, and the Fires Next Time [article]","Ayoub, Abed (Cited 2 times); Beydoun, Khaled (Cited 2 times)",656,"Michigan Journal of Race & Law, Vol. 22, Issue 2 (Spring 2017), pp. 215-242",22 Mich. J. Race & L. 215 (2016-2017),"Legal Profession, Religion, Terrorism, Immigration Law, Law and Society, Politics",2,na,165
