Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
"The Games They Will Play: Tax Games, Roadblocks, and Glitches under the 2017 Tax Legislation [article]","Kamin, David (Cited 37 times); Gamage, David (Cited 267 times); Glogower, Ari (Cited 7 times); Kysar, Rebecca (Cited 3 times); Shanske, Darien (Cited 144 times); Avi-Yonah, Reuven (Cited 1233 times); Batchelder, Lily (Cited 4 times); Fleming, J. Clifton; Hemel, Daniel (Cited 40 times); Kane, Mitchell",1104,"Minnesota Law Review, Vol. 103, Issue 3 (February 2019), pp. 1439-1522",103 Minn. L. Rev. 1439 (2018-2019),na,2,na,na
