,Unnamed: 0,First Name,Last Name,Title,School,School URL,School URL short,id
340,340,Ira,Lindsay,,Surrey,https://www.surrey.ac.uk/,surrey,2809
341,341,Alexander,Sarch,,Surrey,https://www.surrey.ac.uk/,surrey,6497
342,342,Chris,Taggart,,Surrey,https://www.surrey.ac.uk/,surrey,9720
343,343,Pamela,Bookman,,Temple,https://www.temple.edu/,temple,8862
344,344,Lauren,Ouziel,,Temple,https://www.temple.edu/,temple,8777
345,345,Jonathan,Rohr,,Tennessee,https://www.utk.edu/,utk,6927
346,346,Amber,Baylor,,Texas A&M,https://www.tamu.edu/,tamu,2116
347,347,Guillermo,Garcia Sanchez,,Texas A&M,https://www.tamu.edu/,tamu,2899
348,348,Brian,Larson,,Texas A&M,https://www.tamu.edu/,tamu,9685
349,349,Jeff,Slattery,,Texas A&M,https://www.tamu.edu/,tamu,4014
350,350,Vanessa,Casado Pérez,,Texas A&M,https://www.tamu.edu/,tamu,5668
351,351,William,Magnuson,,Texas A&M,https://www.tamu.edu/,tamu,3621
352,352,Saurabh,Vishnubhakat,,Texas A&M,https://www.tamu.edu/,tamu,1226
353,353,Tracy,Pearl,,Texas Tech,https://www.ttu.edu/,ttu,1665
354,354,Kristen,van de Biezenbos,,Texas Tech,https://www.ttu.edu/,ttu,2550
355,355,Agnieszka,McPeak,,Toldeo,https://www.utoledo.edu/,utoledo,2963
356,356,Anna,Su,,Toronto,https://www.utoronto.ca/,utoronto,5912
357,357,Emily,Satterthwaite,,Toronto,https://www.utoronto.ca/,utoronto,3689
358,358,Ann,Lipton,,Tulane,https://tulane.edu/,tulane,5522
359,359,Warigia,Bowman,,Tulsa,https://utulsa.edu/,utulsa,2576
360,360,Ido,Kilovaty,,Tulsa,https://utulsa.edu/,utulsa,3527
361,361,Irene,Joe,,UC Davis,https://www.ucdavis.edu/,ucdavis,1084
362,362,Aaron,Tang,,UC Davis,https://www.ucdavis.edu/,ucdavis,8499
363,363,Jasmine,Harris,,UC Davis,https://www.ucdavis.edu/,ucdavis,9957
364,364,Jared,Ellias,,UC Hastings,https://www.uchastings.edu/,uchastings,8950
365,365,Emily Taylor,Poppe,,UC Irvine,https://uci.edu/,uci,8572
366,366,Leah,Litman,,UC Irvine,https://uci.edu/,uci,5144
367,367,Alison,Mikkor,,UC Irvine,https://uci.edu/,uci,3733
368,368,Sung Eun,Kim,,UC Irvine,https://uci.edu/,uci,754
369,369,Seth,Davis,,UC Irvine,https://uci.edu/,uci,6119
370,370,LaToya Baldwin,Clark,,UCLA,www.ucla.edu/,ucla,4325
371,371,Blake,Emerson,,UCLA,www.ucla.edu/,ucla,6271
372,372,Kristen,Eichensehr,,UCLA,www.ucla.edu/,ucla,5482
373,373,Beth,Colgan,,UCLA,www.ucla.edu/,ucla,9062
374,374,Richard,Re,,UCLA,www.ucla.edu/,ucla,1847
375,375,Tendayi,Achiume,,UCLA,www.ucla.edu/,ucla,4757
376,376,Norrinda,Hayat,,UDC,https://www.udc.edu/,udc,4011
377,377,Camden,Hutchison,,University of British Columbia,https://www.ubc.ca/,ubc,2248
378,378,Eve,Hanan,,UNLV,https://www.unlv.edu/,unlv,641
379,379,Dorothy Shapiro,Lund,,USC,https://www.usc.edu/,usc,4597
380,380,Young Ran (Christine),Kim,,Utah,https://www.utah.edu/,utah,9332
381,381,Cathy,Hwang,,Utah,https://www.utah.edu/,utah,7004
382,382,Natalie,Banta,,Valparaiso,https://www.valpo.edu/,valpo,1114
383,383,Gautam,Hans,,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt,6073
384,384,Lauren,Rogal,,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt,3838
385,385,Sara,Mayeux,,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt,3500
386,386,Joseph,Fishman,,Vanderbilt,https://www.vanderbilt.edu/,vanderbilt,8794
387,387,Rachel,Stevens,,Vermont,https://www.uvm.edu/,uvm,3341
388,388,Jeannie,Oliver,,Vermont,https://www.uvm.edu/,uvm,1630
389,389,Christine,Speidel,,Villanova,https://www1.villanova.edu/,villanova,197
390,390,Josephine Sandler,Nelson,,Villanova,https://www1.villanova.edu/,villanova,653
391,391,Farah,Peterson,,Virginia,www.virginia.edu/,virginia,5852
392,392,Aditya,Bamzai,,Virginia,www.virginia.edu/,virginia,8976
393,393,Maureen (Molly),Brady,,Virginia,www.virginia.edu/,virginia,5034
394,394,Gregg,Strauss,,Virginia,www.virginia.edu/,virginia,1952
395,395,Marie-Amélie,George,,Wake Forest,https://www.wfu.edu/,wfu,2970
396,396,Russell,Gold,,Wake Forest,https://www.wfu.edu/,wfu,6648
397,397,Susannah,Pollvogt,,Washburn,https://washburn.edu/,washburn,9127
398,398,Daniel,Epps,,Washington (St. Louis),https://wustl.edu/,wustl,2795
399,399,Rachel,Sachs,,Washington (St. Louis),https://wustl.edu/,wustl,926
400,400,Angelica,Chazaro,,Washington (University of),https://wustl.edu/,wustl,3053
401,401,Trevor,Gardner,,Washington (University of),https://wustl.edu/,wustl,9993
402,402,William,Ortman,,Wayne,https://wayne.edu/,wayne,9952
403,403,Anne,Choike,,Wayne State,https://wayne.edu/,wayne,820
404,404,Sanjukta,Paul,,Wayne State,https://wayne.edu/,wayne,3042
405,405,Blanche,Cook,,Wayne State,https://wayne.edu/,wayne,7141
406,406,Joshua,Weishart,,West Virginia,https://www.wvu.edu/,wvu,7822
407,407,Valarie,Blake,,West Virginia,https://www.wvu.edu/,wvu,4497
408,408,Peter,Conti-Brown,,Wharton,https://www.wharton.upenn.edu/,wharton.upenn,885
409,409,Vince,Buccola,,Wharton,https://www.wharton.upenn.edu/,wharton.upenn,5992
410,410,Amanda,Shanor,,Wharton Legal Studies,https://lgst.wharton.upenn.edu/,lgst.wharton.upenn,4180
411,411,Brian,Feinstein,,Wharton Legal Studies,https://lgst.wharton.upenn.edu/,lgst.wharton.upenn,296
412,412,Andrew,Gilden,,Willamette,https://willamette.edu/,willamette,8197
413,413,Aaron,Simowitz,,Willamette,https://willamette.edu/,willamette,184
414,414,Peter,Molk,,Willamette,https://willamette.edu/,willamette,755
415,415,Jay,Butler,,William & Mary,https://www.wm.edu/,wm,2654
416,416,Sarah Wasserman,Rajec,,William & Mary,https://www.wm.edu/,wm,5474
417,417,BJ,Ard,,Wisconsin,https://www.wisc.edu/,wisc,6681
418,418,Ion,Meyn,,Wisconsin,https://www.wisc.edu/,wisc,3872
419,419,Yaron,Nili,,Wisconsin,https://www.wisc.edu/,wisc,7225
420,420,Gwendolyn M.,Leachman,,Wisconsin,https://www.wisc.edu/,wisc,3761
421,421,Miriam,Seifter,,Wisconsin,https://www.wisc.edu/,wisc,4630
422,422,Robert,Yablon,,Wisconsin,https://www.wisc.edu/,wisc,5689
423,423,Emily,Bremer,,Wyoming,www.uwyo.edu/,uwyo,5119
424,424,Danielle,Cover,,Wyoming,www.uwyo.edu/,uwyo,794
425,425,Monica,Bell,,Yale,https://www.yale.edu/,yale,6516
426,426,Zachary,Liscow,,Yale,https://www.yale.edu/,yale,3253
427,427,Anika Singh,Lemar,,Yale,https://www.yale.edu/,yale,160
428,428,Issa,Kohler-Hausmann,,Yale,https://www.yale.edu/,yale,2835
