,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The Overcriminalization Phenomenon [article],"Luna, Erik (Cited 1128 times)","American University Law Review, Vol. 54, Issue 3 (February 2005), pp. 703-746",189,na,73," Charities, Fundraising, Jurisdiction, State and Local Government Law, Juveniles, Jurisprudence"
0,Transparent Policing [article],"Luna, Erik (Cited 1128 times)","Iowa Law Review, Vol. 85, Issue 4 (May 2000), pp. 1107-1194",120,2,37," Law Enforcement and Corrections, Criminal Law and Procedure, Sentencing, Judges"
0,"Punishment Theory, Holism, and the Procedural Conception of Restorative Justice [article]","Luna, Erik (Cited 1128 times)","Utah Law Review, Vol. 2003, Issue 1 (2003), pp. 205-302",97,na,122," Legal History, Capital Punishment, Criminal Law and Procedure, Homicide, Model Penal Code, Sentencing, Verdicts, Jurisprudence"
0,Sovereignty and Suspicion [article],"Luna, Erik G. (Cited 1128 times)","Duke Law Journal , Vol. 48, Issue 4 (February 1999), pp. 787-890",80,3,9," Constitutional Law, Criminal Law and Procedure, Economics, Law Enforcement"
0,Mandatory Minimalism [article],"Luna, Erik (Cited 1128 times); Cassell, Paul G. (Cited 1720 times)","Cardozo Law Review, Vol. 32, Issue 1 (September 2010), pp. 1-84",76,23,61," Judges, Criminal Law and Procedure, Sentencing"
0,Principled Enforcement of Penal Codes [article],"Luna, Erik (Cited 1128 times)","Buffalo Criminal Law Review, Vol. 4, Issue 1 (2000), pp. 515-626",56,na,4," Criminal Law and Procedure, Jurisprudence, Biography, Legislation"
0,Drug Exceptionalism [article],"Luna, Erik (Cited 1128 times)","Villanova Law Review, Vol. 47, Issue 4 (2002), pp. 753-808",47,na,7," Criminal Law and Procedure, Food and Drug Law, Health Law and Policy, Legal History, Politics, Law and Society"
0,Prosecutors as Judges [article],"Luna, Erik (Cited 1128 times); Wade, Marianne (Cited 44 times)","Washington and Lee Law Review, Vol. 67, Issue 4 (Fall 2010 ), pp. 1413-1532",41,na,61," Legal Profession, Professional Ethics, Criminal Law and Procedure, Psychiatry and Psychology"
0,Forewrod: Three Strikes in a Nutshell [comments],"Luna, Erik G. (Cited 1128 times)","Thomas Jefferson Law Review, Vol. 20, Issue 1 (Spring 1998), pp. 1-96",38,4,11," Criminal Law and Procedure, Courts"
0,System Failure [article],"Luna, Erik (Cited 1128 times)","American Criminal Law Review, Vol. 42, Issue 4 (Fall 2005), pp. 1201-1218",29,na,19," Criminal Law, Criminal Procedure, Science and Technology, Criminal Law and Procedure, Juvenile Courts, Right to Jury Trial"
0,Digital Innocence [article],"Fairfield, Joshua A. T. (Cited 373 times); Luna, Erik (Cited 1128 times)","Cornell Law Review, Vol. 99, Issue 5 (July 2014), pp. 981-1076",28,4,44," Communications Law, Criminal Law and Procedure, Information Privacy, Military, War and Peace"
0,Gridland: An Allegorical Critique of Federal Sentencing [notes],"Luna, Erik (Cited 1128 times)","Journal of Criminal Law and Criminology, Vol. 96, Issue 1 (Fall 2005), pp. 25-106",26,na,9, Criminal Law and Procedure
0,Constitutional Road Maps [article],"Luna, Erik (Cited 1128 times)","Journal of Criminal Law and Criminology, Vol. 90, Issue 4 (Summer 2000), pp. 1125-1250",25,na,4," Judges, Legislation, Obscenity, Constitutional Law, Jurisprudence, Law and Society"
0,"Race, Crime, and Institutional Design [article]","Luna, Erik (Cited 1128 times)","Law and Contemporary Problems, Vol. 66, Issue 3 (Summer 2003), pp. 183-220",25,na,7," Jurisprudence, Law and Society, Criminal Law and Procedure, Sentencing, Law Enforcement and Corrections"
0,A Place for Comparative Criminal Procedure [comments],"Luna, Erik (Cited 1128 times)","Brandeis Law Journal, Vol. 42, Issue 2 (2003-2004), pp. 277-328",24,na,30," Legal Education, Law Enforcement"
0,The Utah Restorative Justice Conference [comments],"Luna, Erik (Cited 1128 times)","Utah Law Review, Vol. 2003, Issue 1 (2003), pp. 1-14",23,na,114," Law Enforcement and Corrections, Legal Profession, Religion"
0,"Models of Criminal Procedure, The [article]","Luna, Erik G. (Cited 1128 times)","Buffalo Criminal Law Review, Vol. 2, Issue 2 (1999), pp. 389-534",23,na,10," Law Enforcement and Corrections, Criminal Law and Procedure, Constitutional Law"
0,Prosecutorial Decriminalization [article],"Luna, Erik (Cited 1128 times)","Journal of Criminal Law and Criminology, Vol. 102, Issue 3 (Summer 2012), pp. 785-820",23,na,36," Criminal Law and Procedure, Jurisprudence, Sentencing, Politics, Law and Society"
0,Beyond Breard [article],"Luna, Erik G. (Cited 1128 times); Sylvester, Douglas J. (Cited 121 times)","Berkeley Journal of International Law, Vol. 17, Issue 2 (1999), pp. 147-192",21,1,1," Immigration Law, Jurisdiction, Criminal Law and Procedure, Judges"
