,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The .22 Caliber Rorschach Test [comments],"Luna, Erik (Cited 1128 times)","Houston Law Review, Vol. 39, Issue 1 (Symposium 2002), pp. 53-132",18,na,8," Law and Society, Colleges and Universities, Firearms, Land Use Planning"
0,Restorative Justice in Federal Sentencing: An Unexpected Benefit of Booker [article],"Luna, Erik (Cited 1128 times); Poulson, Barton (Cited 61 times)","McGeorge Law Review, Vol. 37, Issue 4 (2006), pp. 787-818",16,na,8," Law Enforcement and Corrections, Administration of Justice, Islamic Law, Penology, Juveniles, Legal Education"
0,Criminal Justice and the Public Imagination [article],"Luna, Erik (Cited 1128 times)","Ohio State Journal of Criminal Law , Vol. 7, Issue 1 (Fall 2009), pp. 71-148",15,na,17," Criminology, Law Enforcement and Corrections"
0,The Katz Jury [article],"Luna, Erik (Cited 1128 times)","U.C. Davis Law Review, Vol. 41, Issue 3 (February 2008), pp. 839-874",12,na,8," Criminal Law and Procedure, Science and Technology, Law Enforcement and Corrections"
0,Spoiled Rotten Social Background [article],"Luna, Erik (Cited 1128 times)","Alabama Civil Rights and Civil Liberties Law Review, Vol. 2, Issue 1 (2011), pp. 23-52",12,na,18," Criminal Law and Procedure, Psychiatry and Psychology, Sentencing and Punishment, Jurisprudence, Law and Society"
0,Welfare Fraud and the Fourth Amendment [article],"Luna, Erik G. (Cited 1128 times)","Pepperdine Law Review, Vol. 24, Issue 4 (1997), pp. 1235-1290",10,1,14," Comparative Law, Social Welfare Law"
0,Cuban Criminal Justice and the Ideal of Good Governance [article],"Luna, Erik (Cited 1128 times)","Transnational Law & Contemporary Problems, Vol. 14, Issue 2 (Fall 2004), pp. 529-654",9,na,12," Dispute Resolution, International Trade, Criminal Law and Procedure, Politics, Immigration Law"
0,Drug Detente [article],"Luna, Erik (Cited 1128 times)","Federal Sentencing Reporter, Vol. 20, Issue 5 (June 2008), pp. 304-307",7,na,1," Civil Rights, Women, Drugs, Sales, Taxation-State and Local"
0,The Curious Case of Corporate Criminality [article],"Luna, Erik (Cited 1128 times)","American Criminal Law Review, Vol. 46, Issue 4 (Fall 2009), pp. 1507-1522",7,na,34," Agency, Corporations, Criminal Law and Procedure, Comparative Law, Business Organizations"
0,The New Face of Racial Profiling [comments],"Luna, Erik (Cited 1128 times)","Utah Law Review, Vol. 2004, Issue 4 (2004), pp. 905-912",6,na,3," Law Enforcement and Corrections, Law and Society"
0,Traces of a Libertarian Theory of Punishment [article],"Luna, Erik (Cited 1128 times)","Marquette Law Review , Vol. 91, Issue 1 (Fall 2007), pp. 263-294",6,na,6," Politics, Tax Policy, Taxation-Federal, Economics, Human Rights Law, Jurisprudence"
0,Avoiding a Carnival Atmosphere: Trial Court Discretion and the Advocate-Witness Rule [article],"Luna, Erik G. (Cited 1128 times)","Whittier Law Review, Vol. 18, Issue 3 (Spring 1997), pp. 447-498",5,4,6," Courts, Professional Ethics, Constitutional Law, Religion, Second Amendment"
0,The Bin Laden Exception [article],"Luna, Erik (Cited 1128 times)","Northwestern University Law Review, Vol. 106, Issue 3 (Summer 2012), pp. 1489-1512",4,na,5," Jurisdiction, Terrorism, Courts, Military Law, President/Executive Department"
0,Rage against the Machine: A Reply to Professors Bierschbach and Bibas [comments],"Luna, Erik (Cited 1128 times)","Minnesota Law Review, Vol. 97, Issue 6 (June 2013), pp. 2245-2271",3,na,4," Administration Law, Law Enforcement and Corrections, Legal Education, Psychiatry and Psychology"
0,Drug War and Peace [contents],"Luna, Erik (Cited 1128 times)","U.C. Davis Law Review, Vol. 50, Issue 2 (December 2016), pp. 813-896",2,na,38," Juveniles, Criminal Law and Procedure"
0,Cycles of Juvenile Justice: An Introduction to the Utah Criminal Justice Center Distinguished Lecture [comments],"Luna, Erik (Cited 1128 times)","Journal of Law & Family Studies, Vol. 10, Issue 1 (2007), pp. 1-10",2,na,7," Evidence, Criminal Law and Procedure, Law Enforcement and Corrections"
0,Hydraulic Pressures and Slight Deviations [article],"Luna, Erik (Cited 1128 times)","Cato Supreme Court Review, Vol. 2008-2009, pp. 133-182",1,na,3," Sentencing, Law Enforcement, Criminal Law and Procedure"
0,Sense and Sensibility in Mandatory Minimum Sentencing [article],"Casell, Paul G. (Cited 1 times); Luna, Erik (Cited 1128 times)","Federal Sentencing Reporter, Vol. 23, Issue 3 (February 2011), pp. 219-227",1,na,70," Jurisprudence, Communications Law, Practice and Procedure"
0,Open Society and Its Digital Enemies: A Reply to Professors Bambauer and Garrett [article],"Luna, Erik (Cited 1128 times); Fairfield, Joshua A. T. (Cited 373 times)","Cornell Law Review Online, Vol. 99-100, pp. 217-232",na,na,8," Jurisdiction, Terrorism, Humanitarian Law, National Security, Criminal Law and Procedure, International Law, Military, War and Peace"
0,The Bin Laden Exception [article],"Luna, Erik (Cited 1128 times)","Northwestern University Law Review Colloquy , Vol. 106, pp. 230-247",na,na,1," Criminal Law and Procedure, Law and Society, Law Enforcement and Corrections"
0,Charnel Knowledge [comments],"Luna, Erik (Cited 1128 times)","Criminal Justice Ethics, Vol. 34, Issue 2 (August 2015), pp. 210-247",na,na,na,na
