,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Patent Litigation Training: Law Schools' Freedom to Operate [article],"Gross, Michelle L. (Cited 1 times); Menkhus, Eric W.","Landslide, Vol. 6, Issue 2 (November/December 2013), pp. 30-37",na,na,4," Economics, Intellectual Property Law, Administration Law, Evidence"
