,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The Financial Innovation Process: Theory and Application [article],"Gubler, Zachary J. (Cited 100 times)","Delaware Journal of Corporate Law, Vol. 36, Issue 1 (2011), pp. 55-120",28,na,29," Banking, Economics, Banking Law, International Trade, Securities"
0,Public Choice Theory and the Private Securities Market [article],"Gubler, Zachary J. (Cited 100 times)","North Carolina Law Review, Vol. 91, Issue 3 (March 2013), pp. 745-810",24,na,24," Legislation, Politics, Law and Society, Legal Analysis and Writing, Comparative Law, Health Law"
0,Experimental Rules [article],"Gubler, Zachary J. (Cited 100 times)","Boston College Law Review, Vol. 55, Issue 1 (2014), pp. 129-180",23,na,26," Economics, Politics, Securities, Labor Law, Legislation"
0,Regulating in the Shadows: Systemic Moral Hazard and the Problem of the Twenty-First Century Bank Run [article],"Gubler, Zachary J. (Cited 100 times)","Alabama Law Review, Vol. 63, Issue 2 (2012), pp. 221-274",12,na,16," Banking, Insurance Law, Banking Law, Economics"
0,A Unified Theory of Insider Trading Law [article],"Gubler, Zachary J. (Cited 100 times)","Georgetown Law Journal, Vol. 105, Issue 5 (June 2017), pp. 1225-1270",5,na,59, Securities
0,Reconsidering the Institutional Design of Federal Securities Regulation [article],"Gubler, Zachary J. (Cited 100 times)","William & Mary Law Review, Vol. 56, Issue 2 (November 2014), pp. 409-466",4,na,10," Securities, Environment, Privatization, Judicial Review, Public Law"
0,Making Experimental Rules Work [comments],"Gubler, Zachary J. (Cited 100 times)","Administrative Law Review, Vol. 67, Issue 3 (Summer 2015), pp. 551-594",2,na,10," Securities, Banking, Insurance Law, Science and Technology"
0,Reframing United States v. Salman [article],"Gubler, Zachary J. (Cited 100 times)","University of Pennsylvania Law Review Online, Vol. 165, pp. 1-9",1,na,12," Securities, Courts"
0,Maximalism with an Experimental Twist: Insider Trading Law at the Supreme Court [article],"Gubler, Zachary J. (Cited 100 times)","Washington University Journal of Law & Policy, Vol. 56, pp. 49-64",na,na,14," Supreme Court of the United States, Comparative Law, Investment, Securities, Unfair Trade Practices"
0,The Culture of CEO Pay [article],"Gubler, Zachary J. (Cited 100 times)","Texas Law Review Online, Vol. 96, pp. 23-33",na,na,8, Corporations
0,Testing the Normative Desireability of the Mediating Hierarch [article],"Gubler, Zachary J. (Cited 100 times)","Seattle University Law Review, Vol. 38, Issue 2 (Winter 2015), pp. 489-498",na,na,4," Jurisprudence, Law and Society, Business Organizations, Economics, Corporations"
