,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The United Nations Framework Convention on Climate Change: A Commentary [article],"Bodansky, Daniel (Cited 577 times)","Yale Journal of International Law, Vol. 18, Issue 2 (Summer 1993), pp. 451-558",112,na,486," Environment, Treaties, Organizations"
0,Customary (and Not So Customary) International Environmental Law [article],"Bodansky, Daniel (Cited 577 times)","Indiana Journal of Global Legal Studies, Vol. 3, Issue 1 (Fall 1995), pp. 105-120",72,na,170," Jurisprudence, Comparative Law, Human Rights Law, International Law, Water"
0,Joan Fitzpatrick (1950-2003) [notes],"Bodansky, Daniel (Cited 577 times)","American Journal of International Law, Vol. 97, Issue 3 (July 2003), pp. 656-658",61,na,145," Government Liability, Human Rights, International Law, Public Policy"
0,Symposium: The ILC's State Responsibility Articles: Introduction and Overview [comments],"Bodansky, Daniel (Cited 577 times); Crook, John R. (Cited 129 times)","American Journal of International Law, Vol. 96, Issue 4 (October 2002), pp. 773-791",46,na,153," Government Liability, International Law"
0,The Use of International Sources in Constitutional Opinion [comments],"Bodansky, Daniel (Cited 577 times)","Georgia Journal of International and Comparative Law, Vol. 32, Issue 2 (2004), pp. 421-428",32,na,10," Comparative Law, Conflict of Laws, Constitutional Law, International Law"
0,The Copenhagen Climate Change Conference: A Postmortem [notes],"Bodansky, Daniel (Cited 577 times)","American Journal of International Law, Vol. 104, Issue 2 (April 2010), pp. 230-240",31,na,55," Comparative Law, International Law, Environment, Environmental Protection"
0,Protecting the Marine Environment from Vessel-Source Pollution: UNCLOS III and Beyond [article],"Bodansky, Daniel (Cited 577 times)","Ecology Law Quarterly, Vol. 18, Issue 4 (1991), pp. 719-778",31,1,97," International Law, Environment, Maritime Law, Jurisdiction"
0,What's So Bad about Unilateral Action to Protect the Environment [article],"Bodansky, Daniel (Cited 577 times)","European Journal of International Law , Vol. 11, Issue 2 (2000), pp. 339-348",19,na,na," Environmental Protection, International Law, Securities, International Trade"
0,Introduction: Climate Change and Human Rights: Unpacking the Issues [article],"Bodansky, Daniel (Cited 577 times)","Georgia Journal of International and Comparative Law, Vol. 38, Issue 3 (2010), pp. 511-524",12,na,114," Environment, Human Rights Law, Climate Change, Human Rights, United Nations"
0,The Paris Climate Change Agreement: A New Hope [notes],"Bodansky, Daniel (Cited 577 times)","American Journal of International Law, Vol. 110, Issue 2 (April 2016), pp. 288-319",12,na,133," Environmental Law, International Law, Economics, International Trade, Environment"
