,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,A Tale of Two Architectures: The Once and Future U.N. Climate Change Regime [article],"Bodansky, Daniel (Cited 577 times)","Arizona State Law Journal, Vol. 43, Issue 3 (Fall 2011), pp. 697-712",11,na,113," International Law, Comparative Law"
0,Is There an International Environmental Constitution [article],"Bodansky, Daniel (Cited 577 times)","Indiana Journal of Global Legal Studies, Vol. 16, Issue 2 (Summer 2009), pp. 565-584",11,na,12," Environment, Comparative Law, Constitutional Law, International Law, Law and Society"
0,Executive Agreements+ [article],"Bodansky, Daniel (Cited 577 times); Spiro, Peter (Cited 1438 times)","Vanderbilt Journal of Transnational Law, Vol. 49, Issue 4 (October 2016), pp. 885-930",9,na,41," Constitutional Law, Politics, President/Executive Department, Jurisdiction, International Law"
0,"What's in a Concept: Global Public Goods, International Law, and Legitimacy [article]","Bodansky, Daniel (Cited 577 times)","European Journal of International Law, Vol. 23, Issue 3 (2012), pp. 651-668",7,na,na," Government Ownership, International Law, Health Law"
0,"Transnationalism, Unilateralism and International Law [article]","Shaffer, Gregory (Cited 501 times); Bodansky, Daniel (Cited 577 times)","Transnational Environmental Law, Vol. 1, Issue 1 (April 2012), pp. 31-42",7,na,7," International Law, Environment, Environmental Protection, United Nations"
0,International Law in Black and White [article],"Bodansky, Daniel (Cited 577 times)","Georgia Journal of International and Comparative Law, Vol. 34, Issue 2 (2006), pp. 285-304",6,na,8," Jurisprudence, Law and Society, Copyright, International Law"
0,Legal Realism and its Discontents [article],"Bodansky, Daniel (Cited 577 times)","Leiden Journal of International Law, Vol. 28, Issue 2 (June 2015), pp. 267-282",4,na,16," International Law, Jurisprudence, Antitrust, Comparative Law, Intellectual Property Law"
0,Should We Care What the Pope Says about Climate Change [article],"Bodansky, Daniel (Cited 577 times)","AJIL Unbound, Vol. 109, pp. 127-131",2,na,4," Agriculture, Food and Drug, Environment, Law and Society, Religion"
0,The Role of the International Court of Justice in Addressing Climate Change: Some Preliminary Reflections [article],"Bodansky, Daniel (Cited 577 times)","Arizona State Law Journal, Vol. 49, Special Issue (2017), pp. 689-712",1,na,76," Courts, Environment, Comparative Law, Torts, International Law"
0,Draft Convention on Climate Change [article],"Bodansky, Daniel (Cited 577 times)","Environmental Policy and Law, Vol. 22, Issue 1 (1992), pp. 5-15",1,na,5," International Law, Environment"
0,Does Custom Have a Source [article],"Bodansky, Daniel (Cited 577 times)","AJIL Unbound, Vol. 108, pp. 179-183",1,na,5," Customary Law, International Law, Comparative Law, Human Rights Law"
0,The Road Forward from Copenhagen: Climate Change Policy in the 21st Century: Remarks [comments],"Bodansky, Daniel (Cited 577 times)","American Society of International Law Proceedings, Vol. 104, pp. 538-542",1,na,3," International Law, Comparative Law, Environment"
0,The Categorical Imperative [notes],"Bodansky, Daniel (Cited 577 times)","Temple International & Comparative Law Journal, Vol. 32, Issue 1 (Spring 2018), pp. 7-12",1,na,36," Humanitarian Law, International Law, Human Rights, War, Science and Technology"
0,Implementation of International Environmental Law [article],"Bodansky, Daniel (Cited 577 times)","Japanese Yearbook of International Law, Vol. 54, pp. 62-96",na,na,70," Environment, Environmental Protection, International Law, Jurisprudence, Climate Change"
0,International Environmental Moneyball [article],"Bodansky, Daniel (Cited 577 times)","Santa Clara Journal of International Law, Vol. 10, Issue 2 (2013), pp. 317-324",na,na,5," International Law, Environment, Natural Resources, Natural Resources Law"
0,The Legitimacy of International Governance: A Coming Challenge for International Environmental Law [article],"Bodansky, Daniel (Cited 577 times)","American Journal of International Law, Vol. 93, Issue 3 (July 1999), pp. 596-624",na,na,1," Banking, International Law, Sanctions, Developing Countries, International Finance"
