Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Patent Portfolios [article],"Parchomovsky, Gideon (Cited 2116 times); Wagner, R. Polk (Cited 1284 times)",3135,"University of Pennsylvania Law Review, Vol. 154, Issue 1 (November 2005), pp. 1-78",154 U. Pa. L. Rev. 1 (2005-2006),"Intellectual Property Law, Securities Law, Health Law, Science and Technology",187,na,69
A Theory of Property [article],"Bell, Abraham (Cited 889 times); Parchomovsky, Gideon (Cited 2116 times)",3135,"Cornell Law Review, Vol. 90, Issue 3 (March 2005), pp. 531-616",90 Cornell L. Rev. 531 (2004-2005),"Jurisprudence, Intellectual Property Law, Trademarks",145,1,115
The Essential Role of Securities Regulation [article],"Goshen, Zohar (Cited 371 times); Parchomovsky, Gideon (Cited 2116 times)",3135,"Duke Law Journal, Vol. 55, Issue 4 (February 2006), pp. 711-782",55 Duke L.J. 711 (2005-2006),"Regulation, Securities Law, Economics, Securities Law",131,1,122
Givings [article],"Bell, Abraham (Cited 889 times); Parchomovsky, Gideon (Cited 2116 times)",3135,"Yale Law Journal, Vol. 111, Issue 3 (December 2001), pp. 547-618",111 Yale L.J. 547 (2001-2002),"Constitutional Law, Takings, Torts, Economics",129,2,27
Fair Use Harbors [article],"Parchomovsky, Gideon (Cited 2116 times); Goldman, Kevin A. (Cited 114 times)",3135,"Virginia Law Review, Vol. 93, Issue 6 (October 2007), pp. 1483-1532",93 Va. L. Rev. 1483 (2007),"Intellectual Property Law, Copyright, Music",102,na,12
Pliability Rules [article],"Bell, Abraham (Cited 889 times); Parchomovsky, Gideon (Cited 2116 times)",3135,"Michigan Law Review, Vol. 101, Issue 1 (October 2002), pp. 1-79",101 Mich. L. Rev. 1 (October 2002),"Jurisprudence, Intellectual Property Law, Liability, Remedies",91,na,10
Towards an Integrated Theory of Intellectual Property [article],"Parchomovsky, Gideon (Cited 2116 times); Siegelman, Peter (Cited 1048 times)",3135,"Virginia Law Review, Vol. 88, Issue 7 (November 2002), pp. 1455-1528",88 Va. L. Rev. 1455 (2002),"Intellectual Property Law, Intellectual Property Law, Property Law, Bankruptcy Law",77,na,25
Selling Mayberry: Communities and Individuals in Law and Economics [article],"Parchomovsky, Gideon (Cited 2116 times); Siegelman, Peter (Cited 1048 times)",3135,"California Law Review, Vol. 92, Issue 1 (January 2004), pp. 75-146",92 Calif. L. Rev. 75 (January 2004),"Economics, Law and Economics, State and Local Government Law, Torts, History, Jurisprudence, Eleventh Amendment",77,na,5
Takings Reassessed [article],"Bell, Abraham (Cited 889 times); Parchomovsky, Gideon (Cited 2116 times)",3135,"Virginia Law Review, Vol. 87, Issue 2 (April 2001), pp. 277-318",87 Va. L. Rev. 277 (2001),"Constitutional Law, Takings, States",60,na,9
The Uselessness of Public Use [notes],"Bell, Abraham (Cited 889 times); Parchomovsky, Gideon (Cited 2116 times)",3135,"Columbia Law Review, Vol. 106, Issue 6 (October 2006), pp. 1412-1449",106 Colum. L. Rev. 1412 (2006),"Constitutional Law, Law and Society, Takings",59,na,11
Publish or Perish [article],"Parchomovsky, Gideon (Cited 2116 times)",3135,"Michigan Law Review, Vol. 98, Issue 4 (February 2000), pp. 926-952",98 Mich. L. Rev. 926 (1999-2000),"Intellectual Property Law, Inventions",58,na,18
