Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
The Tragedy of the Anticommons: Property in the Transition from Marx to Markets [article],"Heller, Michael A. (Cited 1288 times)",6694,"Harvard Law Review, Vol. 111, Issue 3 (January 1998), pp. 621-688",111 Harv. L. Rev. 621 (1997-1998),"Economics, Law and Economics, Licensing, Evidence",532,8,94
The Boundaries of Private Property [article],"Heller, Michael A. (Cited 1288 times)",6694,"Yale Law Journal , Vol. 108, Issue 6 (April 1999), pp. 1163-1224",108 Yale L.J. 1163 (1998-1999),"Boundaries, Evidence, Intellectual Property Law, Constitutional Law",226,1,56
The Liberal Commons [article],"Dagan, Hanoch (Cited 986 times); Heller, Michael A. (Cited 1288 times)",6694,"Yale Law Journal, Vol. 110, Issue 4 (January 2001), pp. 549-624",110 Yale L.J. 549 (2000-2001),"Real Estate, Remedies, Sales, Contractors, Interest",175,na,69
Deterrence and Distribution in the Law of Takings [comments],"Heller, Michael A. (Cited 1288 times); Krier, James E. (Cited 1869 times)",6694,"Harvard Law Review, Vol. 112, Issue 5 (March 1999), pp. 997-1025",112 Harv. L. Rev. 997 (1998-1999),"Constitutional Law, Takings, Compensation, Just Compensation, Land Use Planning",121,na,3
Land Assembly Districts [article],"Heller, Michael (Cited 1288 times); Hills, Rick (Cited 1180 times)",6694,"Harvard Law Review, Vol. 121, Issue 6 (April 2008), pp. 1465-1527",121 Harv. L. Rev. 1465 (2007-2008),"Constitutional Law, Takings, Eminent Domain",75,2,35
Corporate Governance Lessons from Russian Enterprise Fiascoes [article],"Fox, Merritt B. (Cited 1032 times); Heller, Michael A. (Cited 1288 times)",6694,"New York University Law Review, Vol. 75, Issue 6 (December 2000), pp. 1720-1780",75 N.Y.U. L. Rev. 1720 (2000),"Comparative Law, Corporations, International Law: History",27,na,10
Critical Approaches to Property Institutions [article],"Heller, Michael A. (Cited 1288 times)",6694,"Oregon Law Review, Vol. 79, Issue 2 (Summer 2000), pp. 417-434",79 Or. L. Rev. 417 (2000),Property Law,24,na,18
The Dynamic Analytics of Property Law [article],"Heller, Michael A. (Cited 1288 times)",6694,"Theoretical Inquiries in Law, Vol. 2, Issue 1 (January 2001), pp. 79-96",2 Theoretical Inq. L. 79 (2001),"Property Law, Literature",20,na,5
Revaluing Restitution: From the Talmud to Postsocialism [reviews],"Heller, Michael (Cited 1288 times); Serkin, Christopher (Cited 532 times)",6694,"Michigan Law Review, Vol. 97, Issue 6 (May 1999), pp. 1385-1412",97 Mich. L. Rev. 1385 (1998-1999),"Comparative Law, Remedies, Ethics, Restitution",16,na,22
The Rose Theorem [comments],"Heller, Michael (Cited 1288 times)",6694,"Yale Journal of Law & the Humanities, Vol. 18, Supplement - Special Issue 2006 (2006), pp. 29-48",18 Yale J.L. & Human. 29 (2006),"Legal History, Industry, Oil, Gas, and Mineral Law, Natural Resources Law",13,na,13
