Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
A Child Needs a Champion: Guardian Ad Litem Representation for Prenatal Children [article],"Bonner, Mark H.; Sheriff, Jennifer A.",5935,"William & Mary Journal of Women and the Law, Vol. 19, Issue 3 (Spring 2013), pp. 511-584",19 Wm. & Mary J. Women & L. 511 (2012-2013),"Attorneys, Child Abuse, Children, Fetuses and Embryos, Guardian Ad Litem, Guardianship, Informed Consent, Minors, Parents and Children, Physicians",na,na,30
