Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
"Experiments on the Effects of Cost-Shifting, Court Costs, and Discovery on the Efficient Settlement of Tort Claims [article]","Inglis, Laura (Cited 8 times); McCabe, Kevin (Cited 36 times); Rassenti, Steve (Cited 7 times); Simmons, Daniel (Cited 7 times)",8319,"Florida State University Law Review, Vol. 33, Issue 1 (Fall 2005), pp. 89-118",33 Fla. St. U. L. Rev. 89 (Fall 2005),"Costs, Discovery, Dispute Resolution, Tort Claims, Torts, Civil Procedure, Procedure",7,na,3
