Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Procedural Justice [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Southern California Law Review, Vol. 78, Issue 1 (November 2004), pp. 181-322",78 S. Cal. L. Rev. 181 (2004-2005),"Jurisprudence, Practice and Procedure, Courts, Federal Courts, Law and Society, Psychiatrists and Psychologists, Music, Procedure",248,na,254
On the Indeterminacy Crisis: Critiquing Critical Dogma [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"University of Chicago Law Review, Vol. 54, Issue 2 (Spring 1987), pp. 462-503",54 U. Chi. L. Rev. 462 (Spring 1987),"Rule of Law, Jurisprudence",231,1,31
Originalism and Constitutional Construction [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Fordham Law Review, Vol. 82, Issue 2 (November 2013), pp. 453-538",82 Fordham L. Rev. 453 (2013-2014),"Legal Analysis and Writing, Good Faith, History",163,na,129
District of Columbia v. Heller and Originalism [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Northwestern University Law Review , Vol. 103, Issue 2 (Spring 2009), pp. 923-982",103 Nw. U. L. Rev. 923 (2009),"Constitutional Law, History, Judges, Courts, Water Law",150,5,177
The Interpretation-Construction Distinction [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Constitutional Commentary, Vol. 27, Issue 1 (Fall 2010), pp. 95-118",27 Const. Comment. 95 (2010-2011),"Interpretation and Construction, Legal Analysis and Writing",144,3,99
Popular - Constitutionalism [reviews],"Alexander, Larry (Cited 3400 times); Solum, Lawrence B. (Cited 2561 times)",7518,"Harvard Law Review, Vol. 118, Issue 5 (March 2005), pp. 1594-1641",118 Harv. L. Rev. 1594 (2004-2005),"Constitutional Law, Judges, Civil War, War, President/Executive Department",121,1,28
Legal Personhood for Artificial Intelligences [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"North Carolina Law Review, Vol. 70, Issue 4 (April 1992), pp. 1231-1288",70 N.C. L. Rev. 1231 (1991-1992),"Jurisprudence, Science and Technology, Artificial Intelligence",105,na,540
Truth and Uncertainty: Legal Control of the Destruction of Evidence [article],"Solum, Lawrence (Cited 2561 times); Marzen, Stephen (Cited 90 times)",7518,"Emory Law Journal , Vol. 36, Issue 4 (Fall 1987), pp. 1085-1194",36 Emory L. J. 1085 (1987),"Evidence, Investigations, Practice and Procedure, Trials",90,14,14
"The Supreme Court in Bondage: Constitutional Stare Decisis, Legal Formalism, and the Future of Unenumerated Rights [article]","Solum, Lawrence B. (Cited 2561 times)",7518,"University of Pennsylvania Journal of Constitutional Law, Vol. 9, Issue 1 (October 2006), pp. 155-208",9 U. Pa. J. Const. L. 155 (October 2006),"Legal Analysis and Writing, Practice and Procedure, Precedents, Rule of Law, Constitutional Law",89,na,46
Freedom of Communicative Action: A Theory of the First Amendment Freedom of Speech [article],"Solum, Lawrence Byard (Cited 2561 times)",7518,"Northwestern University Law Review, Vol. 83, Issue 1 & 2 , pp. 54-135",83 Nw. U. L. Rev. 54 (1988-1989),"First Amendment, Freedom of Speech, Ethics, Affirmative Action, Constitutional Law, Jurisprudence, Pornography",86,na,76
The Layers Principle: Internet Achitecture and the Law [article],"Solum, Lawrence B. (Cited 2561 times); Chung, Minn (Cited 72 times)",7518,"Notre Dame Law Review, Vol. 79, Issue 3 (April 2004), pp. 815-948",79 Notre Dame L. Rev. 815 (2003-2004),"Administration Law, Computer Law, Internet, Environmental Law, Regulation, Industrial and Intellectual Property",72,na,38
Congress's Power to Promote the Progress of Science: Eldred v. Ashcroft [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Loyola of Los Angeles Law Review, Vol. 36, Issue 1 (Fall 2002), pp. 1-82",36 Loy. L.A. L. Rev. 1 (2002-2003),"Congress, Constitutional Law, Intellectual Property Law, Copyright, Intellectual Property Law",66,na,10
The Virtues and Vices of a Judge: An Aristotelian Guide to Judicial Selection [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Southern California Law Review, Vol. 61, Issue 6 (September 1988), pp. 1735-1756",61 S. Cal. L. Rev. 1735 (1987-1988),"Costs, Judges, Antitrust, Appellate Courts, Courts",60,na,19
The Fixation Thesis: The Role of Historical Fact in Original Meaning [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Notre Dame Law Review, Vol. 91, Issue 1 (November 2015), pp. 1-78",91 Notre Dame L. Rev. 1 (2015-2016),"Constitutional Law, Jurisprudence, Congress, Evidence, States, Contracts, Judges",58,2,116
Communicative Content and Legal Content [article],"Solum, Lawrence B. (Cited 2561 times)",7518,"Notre Dame Law Review, Vol. 89, Issue 2 (December 2013), pp. 479-520",89 Notre Dame L. Rev. 479 (2013-2014),"Legal Analysis and Writing, History, States",54,3,47
